victim,mix,attackers,baseline_cycles_med,bg_cycles_med,slowdown_med,baseline_cycles_avg,bg_cycles_avg,slowdown_avg
petrinet,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",3418.00,25518.50,7.466,8124.60,25667.10,3.159
petrinet,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",3418.00,3535.00,1.034,8124.60,9302.10,1.145
petrinet,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",3418.00,3422.50,1.001,8124.60,8666.10,1.067
petrinet,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",3418.00,9071.00,2.654,8124.60,20708.20,2.549
petrinet,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",3418.00,4572.50,1.338,8124.60,25209.60,3.103
petrinet,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",3418.00,3394.50,0.993,8124.60,9788.60,1.205
petrinet,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",3418.00,3485.00,1.020,8124.60,9184.00,1.130
petrinet,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",3418.00,3388.00,0.991,8124.60,5721.00,0.704
petrinet,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",3418.00,3437.50,1.006,8124.60,8518.20,1.048
pm,TIM_CACHE3,"CACHE CACHE CACHE",21349640.50,21334498.50,0.999,21346636.40,21333625.60,0.999
pm,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",21349640.50,21333201.00,0.999,21346636.40,21355958.10,1.000
pm,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",21349640.50,21395389.00,1.002,21346636.40,21414263.80,1.003
pm,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",21349640.50,21334785.50,0.999,21346636.40,21341178.70,1.000
pm,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",21349640.50,21377131.00,1.001,21346636.40,21374974.70,1.001
pm,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",21349640.50,21619236.50,1.013,21346636.40,21673507.60,1.015
pm,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",21349640.50,21338591.50,0.999,21346636.40,21342491.50,1.000
pm,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",21349640.50,21381127.50,1.001,21346636.40,21373744.30,1.001
pm,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",21349640.50,21451477.00,1.005,21346636.40,21452152.70,1.005
pm,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",21349640.50,21396499.00,1.002,21346636.40,21409146.30,1.003
pm,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",21349640.50,21619509.00,1.013,21346636.40,21680691.60,1.016
pm,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",21349640.50,21359342.50,1.000,21346636.40,21365337.30,1.001
pm,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",21349640.50,21307099.00,0.998,21346636.40,21308538.50,0.998
pm,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",21349640.50,21349426.50,1.000,21346636.40,21360230.50,1.001
pm,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",21349640.50,21378259.00,1.001,21346636.40,21392015.00,1.002
powerwindow,TIM_CACHE3,"CACHE CACHE CACHE",2928159.50,3035961.50,1.037,2942660.10,3052882.80,1.037
powerwindow,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",2928159.50,3033764.00,1.036,2942660.10,3017166.40,1.025
powerwindow,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",2928159.50,3192454.50,1.090,2942660.10,3220777.10,1.095
powerwindow,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",2928159.50,3002371.00,1.025,2942660.10,3018881.80,1.026
powerwindow,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",2928159.50,3002788.00,1.025,2942660.10,3014174.60,1.024
powerwindow,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",2928159.50,3263979.00,1.115,2942660.10,3375580.30,1.147
powerwindow,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",2928159.50,2990715.50,1.021,2942660.10,3000207.10,1.020
powerwindow,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",2928159.50,2932612.00,1.002,2942660.10,2930280.40,0.996
powerwindow,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",2928159.50,3064590.00,1.047,2942660.10,3075215.60,1.045
powerwindow,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",2928159.50,3079983.00,1.052,2942660.10,3081280.20,1.047
powerwindow,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",2928159.50,3028421.50,1.034,2942660.10,3060769.90,1.040
powerwindow,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",2928159.50,2990661.00,1.021,2942660.10,3015183.40,1.025
powerwindow,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",2928159.50,3007362.00,1.027,2942660.10,3002533.00,1.020
powerwindow,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",2928159.50,2981189.50,1.018,2942660.10,2982205.90,1.013
powerwindow,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",2928159.50,3022780.00,1.032,2942660.10,3032028.90,1.030
prime,TIM_CACHE3,"CACHE CACHE CACHE",1053.00,1059.50,1.006,1587.40,2031.20,1.280
prime,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",1053.00,1108.00,1.052,1587.40,2372.20,1.494
prime,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",1053.00,9691.50,9.204,1587.40,9296.30,5.856
prime,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",1053.00,1034.00,0.982,1587.40,2390.10,1.506
prime,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",1053.00,1093.50,1.038,1587.40,2431.60,1.532
prime,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",1053.00,1198.50,1.138,1587.40,5516.60,3.475
prime,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",1053.00,4329.50,4.112,1587.40,4348.00,2.739
prime,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",1053.00,1025.00,0.973,1587.40,1605.40,1.011
prime,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",1053.00,1182.00,1.123,1587.40,2567.90,1.618
prime,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",1053.00,1033.50,0.981,1587.40,2562.70,1.614
prime,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",1053.00,1307.50,1.242,1587.40,7947.40,5.007
prime,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",1053.00,1047.00,0.994,1587.40,3075.70,1.938
prime,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",1053.00,1026.50,0.975,1587.40,1564.50,0.986
prime,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",1053.00,1077.50,1.023,1587.40,1873.30,1.180
prime,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",1053.00,1032.50,0.981,1587.40,1850.30,1.166
quicksort,TIM_CACHE3,"CACHE CACHE CACHE",6067175.50,6144979.00,1.013,6065385.80,6148213.90,1.014
quicksort,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",6067175.50,6114758.50,1.008,6065385.80,6117938.80,1.009
quicksort,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",6067175.50,6223263.50,1.026,6065385.80,6211032.10,1.024
quicksort,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",6067175.50,6136354.50,1.011,6065385.80,6139614.70,1.012
quicksort,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",6067175.50,6110066.50,1.007,6065385.80,6126626.20,1.010
quicksort,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",6067175.50,6353937.00,1.047,6065385.80,6468362.60,1.066
quicksort,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",6067175.50,6155999.00,1.015,6065385.80,6138363.50,1.012
quicksort,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",6067175.50,6021534.00,0.992,6065385.80,6020519.80,0.993
quicksort,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",6067175.50,6279469.00,1.035,6065385.80,6281849.00,1.036
quicksort,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",6067175.50,6185326.00,1.019,6065385.80,6237156.10,1.028
quicksort,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",6067175.50,6466521.00,1.066,6065385.80,6560655.10,1.082
quicksort,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",6067175.50,6123670.00,1.009,6065385.80,6124575.70,1.010
quicksort,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",6067175.50,6102313.00,1.006,6065385.80,6101709.90,1.006
quicksort,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",6067175.50,6117325.50,1.008,6065385.80,6124543.80,1.010
quicksort,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",6067175.50,6167428.50,1.017,6065385.80,6191591.00,1.021
rad2deg,TIM_CACHE3,"CACHE CACHE CACHE",17197.50,17250.00,1.003,17523.20,18221.10,1.040
rad2deg,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",17197.50,17212.50,1.001,17523.20,17877.40,1.020
rad2deg,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",17197.50,17212.50,1.001,17523.20,18745.30,1.070
rad2deg,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",17197.50,17194.50,1.000,17523.20,18155.50,1.036
rad2deg,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",17197.50,17185.50,0.999,17523.20,18153.70,1.036
rad2deg,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",17197.50,18164.00,1.056,17523.20,22013.60,1.256
rad2deg,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",17197.50,17199.50,1.000,17523.20,17705.10,1.010
rad2deg,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",17197.50,17261.50,1.004,17523.20,17785.80,1.015
rad2deg,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",17197.50,17190.50,1.000,17523.20,17573.70,1.003
rad2deg,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",17197.50,17868.00,1.039,17523.20,18045.90,1.030
rad2deg,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",17197.50,17184.00,0.999,17523.20,19793.70,1.130
rad2deg,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",17197.50,17221.00,1.001,17523.20,17774.70,1.014
rad2deg,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",17197.50,17258.00,1.004,17523.20,18083.90,1.032
rad2deg,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",17197.50,17188.50,0.999,17523.20,17843.80,1.018
rad2deg,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",17197.50,17210.00,1.001,17523.20,17734.50,1.012
recursion,TIM_CACHE3,"CACHE CACHE CACHE",4309.50,4383.50,1.017,5139.00,5077.00,0.988
recursion,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",4309.50,4226.50,0.981,5139.00,4886.40,0.951
recursion,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",4309.50,4198.00,0.974,5139.00,4990.00,0.971
recursion,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",4309.50,4287.00,0.995,5139.00,5145.30,1.001
recursion,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",4309.50,4289.00,0.995,5139.00,4685.10,0.912
recursion,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",4309.50,4473.50,1.038,5139.00,9149.00,1.780
recursion,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",4309.50,4293.50,0.996,5139.00,4729.90,0.920
recursion,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",4309.50,4260.00,0.989,5139.00,4676.30,0.910
recursion,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",4309.50,4362.00,1.012,5139.00,5158.20,1.004
recursion,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",4309.50,4274.00,0.992,5139.00,5008.20,0.975
recursion,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",4309.50,4522.50,1.049,5139.00,7586.40,1.476
recursion,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",4309.50,4338.00,1.007,5139.00,4732.60,0.921
recursion,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",4309.50,4343.00,1.008,5139.00,4718.20,0.918
recursion,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",4309.50,4247.00,0.985,5139.00,4926.50,0.959
recursion,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",4309.50,4291.00,0.996,5139.00,5459.90,1.062
rijndael_dec,TIM_CACHE3,"CACHE CACHE CACHE",0,0,0,0,0,0
rijndael_dec,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",0,0,0,0,0,0
rijndael_dec,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",0,0,0,0,0,0
rijndael_dec,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",0,0,0,0,0,0
rijndael_dec,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",0,0,0,0,0,0
rijndael_dec,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",0,0,0,0,0,0
rijndael_dec,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",0,0,0,0,0,0
rijndael_dec,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",0,0,0,0,0,0
rijndael_dec,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",0,0,0,0,0,0
rijndael_dec,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",0,0,0,0,0,0
rijndael_dec,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",0,0,0,0,0,0
rijndael_dec,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",0,0,0,0,0,0
rijndael_dec,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",0,0,0,0,0,0
rijndael_dec,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",0,0,0,0,0,0
rijndael_dec,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",0,0,0,0,0,0
rijndael_enc,TIM_CACHE3,"CACHE CACHE CACHE",0,0,0,0,0,0
rijndael_enc,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",0,0,0,0,0,0
rijndael_enc,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",0,0,0,0,0,0
rijndael_enc,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",0,0,0,0,0,0
rijndael_enc,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",0,0,0,0,0,0
rijndael_enc,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",0,0,0,0,0,0
rijndael_enc,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",0,0,0,0,0,0
rijndael_enc,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",0,0,0,0,0,0
rijndael_enc,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",0,0,0,0,0,0
rijndael_enc,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",0,0,0,0,0,0
rijndael_enc,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",0,0,0,0,0,0
rijndael_enc,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",0,0,0,0,0,0
rijndael_enc,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",0,0,0,0,0,0
rijndael_enc,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",0,0,0,0,0,0
rijndael_enc,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",0,0,0,0,0,0
sha,TIM_CACHE3,"CACHE CACHE CACHE",5442626.00,5468485.00,1.005,5439819.30,5475501.80,1.007
sha,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",5442626.00,5483512.50,1.008,5439819.30,5481539.20,1.008
sha,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",5442626.00,5536861.00,1.017,5439819.30,5532583.40,1.017
sha,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",5442626.00,5498538.50,1.010,5439819.30,5502015.10,1.011
sha,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",5442626.00,5492779.50,1.009,5439819.30,5498780.70,1.011
sha,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",5442626.00,5630311.00,1.034,5439819.30,5741293.10,1.055
sha,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",5442626.00,5461498.00,1.003,5439819.30,5467226.60,1.005
sha,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",5442626.00,5486817.50,1.008,5439819.30,5487203.50,1.009
sha,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",5442626.00,5619711.00,1.033,5439819.30,5614994.90,1.032
sha,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",5442626.00,5497275.00,1.010,5439819.30,5499666.10,1.011
sha,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",5442626.00,5672697.50,1.042,5439819.30,5739111.90,1.055
sha,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",5442626.00,5489039.50,1.009,5439819.30,5483829.50,1.008
sha,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",5442626.00,5462103.00,1.004,5439819.30,5463359.40,1.004
sha,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",5442626.00,5493289.00,1.009,5439819.30,5510866.70,1.013
sha,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",5442626.00,5580811.50,1.025,5439819.30,5573806.30,1.025
st,TIM_CACHE3,"CACHE CACHE CACHE",321585.00,321825.00,1.001,324067.40,326777.20,1.008
st,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",321585.00,325947.00,1.014,324067.40,326776.40,1.008
st,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",321585.00,340462.50,1.059,324067.40,341382.80,1.053
st,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",321585.00,321447.00,1.000,324067.40,326684.50,1.008
st,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",321585.00,322863.50,1.004,324067.40,324287.90,1.001
st,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",321585.00,322256.50,1.002,324067.40,324029.00,1.000
st,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",321585.00,321438.50,1.000,324067.40,325055.40,1.003
st,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",321585.00,321490.00,1.000,324067.40,322602.30,0.995
st,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",321585.00,326039.00,1.014,324067.40,329624.60,1.017
st,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",321585.00,321981.00,1.001,324067.40,324261.80,1.001
st,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",321585.00,325830.00,1.013,324067.40,333013.30,1.028
st,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",321585.00,325778.50,1.013,324067.40,327504.60,1.011
st,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",321585.00,330592.50,1.028,324067.40,329571.40,1.017
st,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",321585.00,321506.00,1.000,324067.40,323311.10,0.998
st,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",321585.00,325490.00,1.012,324067.40,328053.50,1.012
statemate,TIM_CACHE3,"CACHE CACHE CACHE",105717.00,106408.00,1.007,108761.70,114684.30,1.054
statemate,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",105717.00,106785.50,1.010,108761.70,111910.00,1.029
statemate,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",105717.00,171883.50,1.626,108761.70,162080.00,1.490
statemate,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",105717.00,105757.00,1.000,108761.70,115699.90,1.064
statemate,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",105717.00,115747.50,1.095,108761.70,118729.20,1.092
statemate,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",105717.00,107446.00,1.016,108761.70,127186.30,1.169
statemate,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",105717.00,106280.00,1.005,108761.70,110914.70,1.020
statemate,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",105717.00,105941.00,1.002,108761.70,109301.30,1.005
statemate,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",105717.00,106572.00,1.008,108761.70,110646.60,1.017
statemate,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",105717.00,146972.50,1.390,108761.70,145553.40,1.338
statemate,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",105717.00,114275.50,1.081,108761.70,121927.30,1.121
statemate,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",105717.00,107319.00,1.015,108761.70,112347.70,1.033
statemate,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",105717.00,116983.50,1.107,108761.70,120675.40,1.110
statemate,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",105717.00,108418.00,1.026,108761.70,114022.60,1.048
statemate,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",105717.00,106543.00,1.008,108761.70,115287.70,1.060
susan,TIM_CACHE3,"CACHE CACHE CACHE",78957431.50,79027183.50,1.001,78954948.70,79024905.00,1.001
susan,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",78957431.50,78919519.00,1.000,78954948.70,78935398.40,1.000
susan,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",78957431.50,79192880.00,1.003,78954948.70,79176513.10,1.003
susan,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",78957431.50,78961562.50,1.000,78954948.70,78984835.40,1.000
susan,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",78957431.50,79019020.50,1.001,78954948.70,79071879.60,1.001
susan,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",78957431.50,79571097.00,1.008,78954948.70,79682893.80,1.009
susan,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",78957431.50,78891553.00,0.999,78954948.70,78909893.60,0.999
susan,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",78957431.50,78896621.50,0.999,78954948.70,78897736.30,0.999
susan,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",78957431.50,79488552.00,1.007,78954948.70,79516025.80,1.007
susan,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",78957431.50,79058437.50,1.001,78954948.70,79069540.40,1.001
susan,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",78957431.50,79611924.50,1.008,78954948.70,79601193.90,1.008
susan,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",78957431.50,79127365.50,1.002,78954948.70,79177049.40,1.003
susan,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",78957431.50,78927420.00,1.000,78954948.70,78936845.00,1.000
susan,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",78957431.50,78997593.50,1.001,78954948.70,79019082.50,1.001
susan,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",78957431.50,79185453.00,1.003,78954948.70,79212419.60,1.003
test3,TIM_CACHE3,"CACHE CACHE CACHE",768038727.50,798107992.50,1.039,768050093.70,799567455.10,1.041
test3,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",768038727.50,797621482.00,1.039,768050093.70,798755067.10,1.040
test3,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",768038727.50,830269052.50,1.081,768050093.70,830438237.50,1.081
test3,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",768038727.50,791803620.00,1.031,768050093.70,793615125.90,1.033
test3,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",768038727.50,793330388.50,1.033,768050093.70,795284806.00,1.035
test3,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",768038727.50,844031491.00,1.099,768050093.70,844010219.10,1.099
test3,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",768038727.50,795782180.00,1.036,768050093.70,796027664.70,1.036
test3,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",768038727.50,766320568.00,0.998,768050093.70,763483269.80,0.994
test3,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",768038727.50,792646124.50,1.032,768050093.70,795383324.70,1.036
test3,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",768038727.50,801645133.50,1.044,768050093.70,803078685.70,1.046
test3,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",768038727.50,842275920.50,1.097,768050093.70,841143738.20,1.095
test3,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",768038727.50,818877227.50,1.066,768050093.70,818097607.60,1.065
test3,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",768038727.50,781606155.00,1.018,768050093.70,781850025.70,1.018
test3,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",768038727.50,795169122.00,1.035,768050093.70,795253749.30,1.035
test3,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",768038727.50,804310751.00,1.047,768050093.70,804502017.00,1.047
