victim,mix,attackers,baseline_cycles_med,bg_cycles_med,slowdown_med,baseline_cycles_avg,bg_cycles_avg,slowdown_avg
cover,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",6571.50,10070.50,1.532,8582.10,25140.10,2.929
cover,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",6571.50,20561.00,3.129,8582.10,18938.70,2.207
cover,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",6571.50,6079.00,0.925,8582.10,8718.80,1.016
cover,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",6571.50,6605.00,1.005,8582.10,10337.50,1.205
cover,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",6571.50,6734.00,1.025,8582.10,15006.80,1.749
cubic,TIM_CACHE3,"CACHE CACHE CACHE",2121960.00,2172881.50,1.024,2125299.20,2173651.10,1.023
cubic,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",2121960.00,2164417.00,1.020,2125299.20,2164102.10,1.018
cubic,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",2121960.00,2208506.00,1.041,2125299.20,2212592.80,1.041
cubic,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",2121960.00,2191846.00,1.033,2125299.20,2191300.60,1.031
cubic,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",2121960.00,2158632.00,1.017,2125299.20,2174888.50,1.023
cubic,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",2121960.00,2150702.00,1.014,2125299.20,2190833.80,1.031
cubic,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",2121960.00,2132560.00,1.005,2125299.20,2135801.80,1.005
cubic,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",2121960.00,2145778.00,1.011,2125299.20,2146425.70,1.010
cubic,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",2121960.00,2170356.00,1.023,2125299.20,2176080.90,1.024
cubic,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",2121960.00,2183108.50,1.029,2125299.20,2196809.80,1.034
cubic,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",2121960.00,2269469.50,1.070,2125299.20,2257161.10,1.062
cubic,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",2121960.00,2178773.00,1.027,2125299.20,2188122.60,1.030
cubic,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",2121960.00,2153071.00,1.015,2125299.20,2152984.40,1.013
cubic,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",2121960.00,2160247.50,1.018,2125299.20,2170675.00,1.021
cubic,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",2121960.00,2178015.50,1.026,2125299.20,2182307.70,1.027
deg2rad,TIM_CACHE3,"CACHE CACHE CACHE",17177.50,17378.00,1.012,17945.00,18912.30,1.054
deg2rad,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",17177.50,17370.50,1.011,17945.00,18128.40,1.010
deg2rad,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",17177.50,17188.00,1.001,17945.00,19378.00,1.080
deg2rad,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",17177.50,17180.00,1.000,17945.00,17904.50,0.998
deg2rad,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",17177.50,17180.50,1.000,17945.00,17644.10,0.983
deg2rad,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",17177.50,17907.50,1.042,17945.00,21415.90,1.193
deg2rad,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",17177.50,18094.50,1.053,17945.00,18351.20,1.023
deg2rad,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",17177.50,17205.00,1.002,17945.00,17953.10,1.000
deg2rad,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",17177.50,17384.50,1.012,17945.00,18356.50,1.023
deg2rad,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",17177.50,17180.50,1.000,17945.00,18210.90,1.015
deg2rad,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",17177.50,17194.50,1.001,17945.00,17680.10,0.985
deg2rad,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",17177.50,17184.00,1.000,17945.00,18315.30,1.021
deg2rad,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",17177.50,18109.50,1.054,17945.00,18481.30,1.030
deg2rad,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",17177.50,17262.50,1.005,17945.00,17772.30,0.990
deg2rad,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",17177.50,18293.50,1.065,17945.00,18837.80,1.050
dijkstra,TIM_CACHE3,"CACHE CACHE CACHE",108466866.00,108809311.50,1.003,108517578.80,108891033.80,1.003
dijkstra,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",108466866.00,108827895.50,1.003,108517578.80,108803446.20,1.003
dijkstra,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",108466866.00,109449819.00,1.009,108517578.80,109423335.30,1.008
dijkstra,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",108466866.00,108979492.00,1.005,108517578.80,108946237.30,1.004
dijkstra,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",108466866.00,109118022.00,1.006,108517578.80,109097934.90,1.005
dijkstra,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",108466866.00,111043257.50,1.024,108517578.80,111248381.50,1.025
dijkstra,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",108466866.00,108992424.50,1.005,108517578.80,109015078.10,1.005
dijkstra,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",108466866.00,108242099.50,0.998,108517578.80,108269626.20,0.998
dijkstra,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",108466866.00,110362361.50,1.017,108517578.80,110246560.40,1.016
dijkstra,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",108466866.00,109379617.50,1.008,108517578.80,109392380.60,1.008
dijkstra,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",108466866.00,111485299.50,1.028,108517578.80,111513019.10,1.028
dijkstra,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",108466866.00,109083453.50,1.006,108517578.80,109153417.00,1.006
dijkstra,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",108466866.00,108553682.00,1.001,108517578.80,108619740.10,1.001
dijkstra,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",108466866.00,109031743.00,1.005,108517578.80,109123027.60,1.006
dijkstra,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",108466866.00,109840119.50,1.013,108517578.80,109807501.40,1.012
duff,TIM_CACHE3,"CACHE CACHE CACHE",4844.00,5033.50,1.039,5359.00,6322.00,1.180
duff,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",4844.00,4885.50,1.009,5359.00,5653.80,1.055
duff,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",4844.00,4857.50,1.003,5359.00,8130.40,1.517
duff,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",4844.00,4705.00,0.971,5359.00,6029.80,1.125
duff,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",4844.00,4802.00,0.991,5359.00,5807.60,1.084
duff,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",4844.00,5367.00,1.108,5359.00,12144.60,2.266
duff,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",4844.00,5785.50,1.194,5359.00,6269.40,1.170
duff,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",4844.00,4906.50,1.013,5359.00,5426.20,1.013
duff,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",4844.00,4818.00,0.995,5359.00,5315.30,0.992
duff,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",4844.00,9146.00,1.888,5359.00,9094.50,1.697
duff,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",4844.00,5131.00,1.059,5359.00,10012.90,1.868
duff,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",4844.00,8039.00,1.660,5359.00,8457.90,1.578
duff,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",4844.00,4772.00,0.985,5359.00,5362.60,1.001
duff,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",4844.00,5222.00,1.078,5359.00,7444.60,1.389
duff,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",4844.00,4726.50,0.976,5359.00,6262.90,1.169
epic,TIM_CACHE3,"CACHE CACHE CACHE",5534389.00,5600534.00,1.012,5547266.50,5604611.80,1.010
epic,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",5534389.00,5589230.00,1.010,5547266.50,5604821.00,1.010
epic,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",5534389.00,5671860.00,1.025,5547266.50,5682078.60,1.024
epic,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",5534389.00,5619796.00,1.015,5547266.50,5612680.60,1.012
epic,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",5534389.00,5627996.00,1.017,5547266.50,5630435.80,1.015
epic,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",5534389.00,5694790.00,1.029,5547266.50,5719157.80,1.031
epic,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",5534389.00,5594263.00,1.011,5547266.50,5604112.70,1.010
epic,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",5534389.00,5519443.50,0.997,5547266.50,5526665.90,0.996
epic,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",5534389.00,5688218.00,1.028,5547266.50,5694370.20,1.027
epic,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",5534389.00,5688701.00,1.028,5547266.50,5727574.40,1.033
epic,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",5534389.00,5718512.50,1.033,5547266.50,5750872.00,1.037
epic,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",5534389.00,5621958.00,1.016,5547266.50,5614657.10,1.012
epic,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",5534389.00,5594114.50,1.011,5547266.50,5591718.90,1.008
epic,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",5534389.00,5602834.00,1.012,5547266.50,5607199.20,1.011
epic,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",5534389.00,5633260.00,1.018,5547266.50,5636639.60,1.016
fac,TIM_CACHE3,"CACHE CACHE CACHE",743.00,775.50,1.044,1214.90,1271.90,1.047
fac,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",743.00,749.50,1.009,1214.90,1623.90,1.337
fac,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",743.00,811.50,1.092,1214.90,3225.30,2.655
fac,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",743.00,757.50,1.020,1214.90,1649.90,1.358
fac,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",743.00,829.50,1.116,1214.90,1572.60,1.294
fac,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",743.00,1125.50,1.515,1214.90,5066.20,4.170
fac,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",743.00,766.50,1.032,1214.90,2205.00,1.815
fac,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",743.00,752.50,1.013,1214.90,1237.30,1.018
fac,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",743.00,838.50,1.129,1214.90,1783.00,1.468
fac,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",743.00,867.50,1.168,1214.90,2757.10,2.269
fac,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",743.00,1177.50,1.585,1214.90,2870.20,2.362
fac,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",743.00,725.00,0.976,1214.90,1154.10,0.950
fac,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",743.00,765.00,1.030,1214.90,1162.00,0.956
fac,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",743.00,742.00,0.999,1214.90,1359.40,1.119
fac,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",743.00,1346.00,1.812,1214.90,3219.90,2.650
fft,TIM_CACHE3,"CACHE CACHE CACHE",975194.50,976013.00,1.001,980014.20,978446.40,0.998
fft,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",975194.50,989066.50,1.014,980014.20,987977.30,1.008
fft,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",975194.50,1015152.00,1.041,980014.20,1018314.80,1.039
fft,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",975194.50,990882.50,1.016,980014.20,992256.50,1.012
fft,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",975194.50,984210.50,1.009,980014.20,987156.70,1.007
fft,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",975194.50,987670.50,1.013,980014.20,997522.40,1.018
fft,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",975194.50,988289.00,1.013,980014.20,987676.00,1.008
fft,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",975194.50,978656.00,1.004,980014.20,978330.50,0.998
fft,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",975194.50,999072.50,1.024,980014.20,1005523.90,1.026
fft,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",975194.50,985070.00,1.010,980014.20,985781.60,1.006
fft,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",975194.50,1017142.50,1.043,980014.20,1026080.70,1.047
fft,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",975194.50,982870.00,1.008,980014.20,983321.40,1.003
fft,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",975194.50,987101.50,1.012,980014.20,986071.50,1.006
fft,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",975194.50,998638.50,1.024,980014.20,1014549.90,1.035
fft,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",975194.50,1035266.50,1.062,980014.20,1030706.00,1.052
filterbank,TIM_CACHE3,"CACHE CACHE CACHE",15628005.00,15629477.50,1.000,15631637.00,15636237.10,1.000
filterbank,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",15628005.00,15619083.00,0.999,15631637.00,15625844.40,1.000
filterbank,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",15628005.00,15640059.00,1.001,15631637.00,15645593.20,1.001
filterbank,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",15628005.00,15642098.00,1.001,15631637.00,15655052.50,1.001
filterbank,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",15628005.00,15628870.50,1.000,15631637.00,15633178.70,1.000
filterbank,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",15628005.00,15687201.00,1.004,15631637.00,15704130.40,1.005
filterbank,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",15628005.00,15648632.50,1.001,15631637.00,15652070.20,1.001
filterbank,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",15628005.00,15601369.50,0.998,15631637.00,15611220.10,0.999
filterbank,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",15628005.00,15703511.00,1.005,15631637.00,15704227.40,1.005
filterbank,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",15628005.00,15662766.50,1.002,15631637.00,15661091.10,1.002
filterbank,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",15628005.00,15704881.50,1.005,15631637.00,15734419.60,1.007
filterbank,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",15628005.00,15653616.00,1.002,15631637.00,15655274.80,1.002
filterbank,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",15628005.00,15614247.00,0.999,15631637.00,15616327.10,0.999
filterbank,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",15628005.00,15624568.50,1.000,15631637.00,15632222.30,1.000
filterbank,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",15628005.00,15700008.50,1.005,15631637.00,15708645.00,1.005
fir2dim,TIM_CACHE3,"CACHE CACHE CACHE",13019.00,13848.00,1.064,14718.10,16674.20,1.133
fir2dim,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",13019.00,13069.00,1.004,14718.10,15244.30,1.036
fir2dim,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",13019.00,12999.50,0.999,14718.10,15697.90,1.067
fir2dim,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",13019.00,13042.50,1.002,14718.10,16144.10,1.097
fir2dim,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",13019.00,13480.50,1.035,14718.10,15776.90,1.072
fir2dim,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",13019.00,15101.00,1.160,14718.10,22072.50,1.500
fir2dim,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",13019.00,17413.50,1.338,14718.10,18289.60,1.243
fir2dim,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",13019.00,13229.50,1.016,14718.10,14166.60,0.963
fir2dim,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",13019.00,13553.00,1.041,14718.10,15665.80,1.064
fir2dim,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",13019.00,13250.00,1.018,14718.10,16351.10,1.111
fir2dim,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",13019.00,13068.50,1.004,14718.10,22354.00,1.519
fir2dim,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",13019.00,12991.50,0.998,14718.10,14511.20,0.986
fir2dim,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",13019.00,13091.00,1.006,14718.10,14152.40,0.962
fir2dim,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",13019.00,13032.50,1.001,14718.10,13940.10,0.947
fir2dim,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",13019.00,13013.00,1.000,14718.10,14923.40,1.014
fmref,TIM_CACHE3,"CACHE CACHE CACHE",654089.00,673411.50,1.030,666252.70,683649.40,1.026
fmref,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",654089.00,660788.00,1.010,666252.70,671779.80,1.008
fmref,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",654089.00,664116.00,1.015,666252.70,680683.20,1.022
fmref,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",654089.00,696937.50,1.066,666252.70,704067.60,1.057
fmref,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",654089.00,668211.00,1.022,666252.70,679593.20,1.020
fmref,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",654089.00,663688.50,1.015,666252.70,703255.70,1.056
fmref,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",654089.00,662284.00,1.013,666252.70,673103.70,1.010
fmref,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",654089.00,655006.00,1.001,666252.70,664647.90,0.998
fmref,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",654089.00,678050.00,1.037,666252.70,686752.90,1.031
fmref,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",654089.00,672346.00,1.028,666252.70,686664.40,1.031
fmref,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",654089.00,675713.50,1.033,666252.70,702976.60,1.055
fmref,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",654089.00,679563.00,1.039,666252.70,686110.70,1.030
fmref,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",654089.00,667389.00,1.020,666252.70,675993.40,1.015
fmref,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",654089.00,678669.00,1.038,666252.70,679908.10,1.020
fmref,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",654089.00,664163.00,1.015,666252.70,681578.30,1.023
g723_enc,TIM_CACHE3,"CACHE CACHE CACHE",1029657.00,1057139.50,1.027,1034083.80,1055796.90,1.021
g723_enc,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",1029657.00,1054747.00,1.024,1034083.80,1051880.50,1.017
g723_enc,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",1029657.00,1067174.00,1.036,1034083.80,1072693.50,1.037
g723_enc,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",1029657.00,1062845.00,1.032,1034083.80,1066131.20,1.031
g723_enc,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",1029657.00,1058445.00,1.028,1034083.80,1063501.10,1.028
g723_enc,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",1029657.00,1130080.00,1.098,1034083.80,1127104.10,1.090
g723_enc,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",1029657.00,1036855.00,1.007,1034083.80,1038359.40,1.004
g723_enc,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",1029657.00,1030357.00,1.001,1034083.80,1031938.40,0.998
g723_enc,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",1029657.00,1058490.00,1.028,1034083.80,1060300.40,1.025
g723_enc,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",1029657.00,1075400.00,1.044,1034083.80,1078590.70,1.043
g723_enc,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",1029657.00,1058425.50,1.028,1034083.80,1068146.70,1.033
g723_enc,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",1029657.00,1052258.00,1.022,1034083.80,1060933.00,1.026
g723_enc,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",1029657.00,1047397.50,1.017,1034083.80,1048468.40,1.014
g723_enc,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",1029657.00,1053281.50,1.023,1034083.80,1056376.80,1.022
g723_enc,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",1029657.00,1078052.00,1.047,1034083.80,1078847.30,1.043
gsm_dec,TIM_CACHE3,"CACHE CACHE CACHE",3738853.00,3817025.00,1.021,3759716.70,3822620.10,1.017
gsm_dec,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",3738853.00,3791532.00,1.014,3759716.70,3794349.10,1.009
gsm_dec,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",3738853.00,3917994.00,1.048,3759716.70,3916665.70,1.042
gsm_dec,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",3738853.00,3823746.50,1.023,3759716.70,3825376.60,1.017
gsm_dec,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",3738853.00,3822290.50,1.022,3759716.70,3821831.70,1.017
gsm_dec,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",3738853.00,4067614.50,1.088,3759716.70,4092002.90,1.088
gsm_dec,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",3738853.00,3754329.00,1.004,3759716.70,3758116.40,1.000
gsm_dec,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",3738853.00,3736858.00,0.999,3759716.70,3741155.80,0.995
gsm_dec,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",3738853.00,3821170.50,1.022,3759716.70,3829951.40,1.019
gsm_dec,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",3738853.00,3893030.00,1.041,3759716.70,3899469.30,1.037
gsm_dec,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",3738853.00,3988803.50,1.067,3759716.70,3990211.50,1.061
gsm_dec,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",3738853.00,3797727.00,1.016,3759716.70,3798638.10,1.010
gsm_dec,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",3738853.00,3795558.00,1.015,3759716.70,3806909.30,1.013
gsm_dec,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",3738853.00,3821831.00,1.022,3759716.70,3824088.10,1.017
gsm_dec,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",3738853.00,3844247.00,1.028,3759716.70,3842144.10,1.022
gsm_enc,TIM_CACHE3,"CACHE CACHE CACHE",11890101.00,11955535.50,1.006,11892241.60,11965349.00,1.006
gsm_enc,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",11890101.00,11956241.00,1.006,11892241.60,11972255.60,1.007
gsm_enc,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",11890101.00,12290836.00,1.034,11892241.60,12339532.90,1.038
gsm_enc,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",11890101.00,12142108.50,1.021,11892241.60,12151349.80,1.022
gsm_enc,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",11890101.00,12182494.50,1.025,11892241.60,12137493.70,1.021
gsm_enc,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",11890101.00,12365311.00,1.040,11892241.60,12562725.10,1.056
gsm_enc,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",11890101.00,11986695.00,1.008,11892241.60,12031123.40,1.012
gsm_enc,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",11890101.00,11716360.50,0.985,11892241.60,11807891.90,0.993
gsm_enc,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",11890101.00,12006440.50,1.010,11892241.60,12080662.20,1.016
gsm_enc,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",11890101.00,12136530.00,1.021,11892241.60,12184262.60,1.025
gsm_enc,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",11890101.00,12713029.50,1.069,11892241.60,12753287.70,1.072
gsm_enc,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",11890101.00,11910068.00,1.002,11892241.60,11948579.90,1.005
gsm_enc,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",11890101.00,11941725.50,1.004,11892241.60,11998586.70,1.009
gsm_enc,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",11890101.00,11972558.50,1.007,11892241.60,12055542.10,1.014
gsm_enc,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",11890101.00,12079632.00,1.016,11892241.60,12133071.70,1.020
h264_dec,TIM_CACHE3,"CACHE CACHE CACHE",522308.50,527929.50,1.011,526055.00,531048.40,1.009
h264_dec,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",522308.50,538688.00,1.031,526055.00,538050.30,1.023
h264_dec,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",522308.50,561729.50,1.075,526055.00,566871.50,1.078
h264_dec,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",522308.50,526140.00,1.007,526055.00,534636.30,1.016
h264_dec,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",522308.50,530546.50,1.016,526055.00,535342.00,1.018
h264_dec,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",522308.50,541905.50,1.038,526055.00,545590.20,1.037
h264_dec,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",522308.50,531994.50,1.019,526055.00,534619.10,1.016
