board,bench,pair,q,sample_count,C_solo,C_a,C_b,C_pair,slowdown_a,slowdown_b,slowdown_pair,delta_a,delta_b,delta_pair,delta_pos_a,delta_pos_b,additive_violation,dominant_amplification,verdict,source_solo,source_a,source_b,source_pair
imx8mm,fac,LLC+MEM,max,1000,4293,5092,9934,15917,1.186116935,2.313999534,3.707663638,799,5641,11624,799,5641,1.804968944,2.060627548,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fac__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__LLC+MEM.txt
imx8mm,binarysearch,LLC+BUS,max,1000,6727,7739,20701,33659,1.150438531,3.077300431,5.003567712,1012,13974,26932,1012,13974,1.797144001,1.927293545,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/binarysearch__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/binarysearch__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/binarysearch__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/binarysearch__LLC+BUS.txt
imx8mm,st,BUS+MEM,max,1000,329985,447035,362492,597920,1.354713093,1.098510538,1.81196115,117050,32507,267935,117050,32507,1.791524302,2.289064502,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/st__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/st__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/st__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/st__BUS+MEM.txt
imx8mm,isqrt,LLC+BUS,max,1000,1439124,1463343,1697034,1874296,1.016828988,1.179213188,1.30238673,24219,257910,435172,24219,257910,1.542457528,1.687301772,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/isqrt__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/isqrt__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/isqrt__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/isqrt__LLC+BUS.txt
imx8mm,fac,LLC+BUS,max,1000,4293,5092,15437,22412,1.186116935,3.595853715,5.220591661,799,11144,18119,799,11144,1.517123001,1.625897344,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fac__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__LLC+BUS.txt
imx8mm,adpcm_enc,LLC+BUS,max,1000,335098,346937,787915,976613,1.035329963,2.351297232,2.914410113,11839,452817,641515,11839,452817,1.380623515,1.41672022,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/adpcm_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_enc__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_enc__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_enc__LLC+BUS.txt
imx8mm,petrinet,LLC+BUS,max,1000,28139,38063,263523,360513,1.352677778,9.365044955,12.81186254,9924,235384,332374,9924,235384,1.354925237,1.412050097,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/petrinet__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/petrinet__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/petrinet__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/petrinet__LLC+BUS.txt
imx8mm,cosf,BUS+MEM,max,1000,42155,98474,53323,132631,2.335998102,1.264927055,3.146269719,56319,11168,90476,56319,11168,1.340643383,1.606491593,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cosf__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cosf__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cosf__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cosf__BUS+MEM.txt
imx8mm,dijkstra,LLC+BUS,max,1000,108902640,109775978,117013623,119473542,1.008019438,1.074479214,1.097067454,873338,8110983,10570902,873338,8110983,1.176594425,1.303282475,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/dijkstra__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/dijkstra__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/dijkstra__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/dijkstra__LLC+BUS.txt
imx8mm,cover,LLC+BUS,max,1000,22938,28468,104775,123836,1.241084663,4.567747842,5.398727003,5530,81837,100898,5530,81837,1.154875411,1.232914208,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cover__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__LLC+BUS.txt
imx8mm,gsm_enc,LLC+MEM,max,1000,12294951,12770623,12865307,13418621,1.038688401,1.046389449,1.0913928,475672,570356,1123670,475672,570356,1.074225547,1.970120416,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/gsm_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__LLC+MEM.txt
imx8mm,cjpeg_transupp,LLC+BUS,max,1000,7197516,7271512,7968389,8072674,1.010280769,1.107102645,1.121591671,73996,770873,875158,73996,770873,1.035850528,1.135281687,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cjpeg_transupp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__LLC+BUS.txt
imx8mm,ammunition,LLC+BUS,max,1000,229255233,230556614,234478941,235960967,1.00567656,1.022785556,1.02925008,1301381,5223708,6705734,1301381,5223708,1.02768468,1.283711494,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ammunition__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__LLC+BUS.txt
imx8mm,lms,BUS+MEM,max,1000,469612,734825,504629,776584,1.564749197,1.074565812,1.653671542,265213,35017,306972,265213,35017,1.022456117,1.157454574,violation,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/lms__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lms__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lms__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lms__BUS+MEM.txt
imx8mm,rad2deg,LLC+BUS,max,1000,21901,27785,37892,43653,1.268663531,1.730149308,1.993196658,5884,15991,21752,5884,15991,0.9943771429,1.360265149,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/rad2deg__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/rad2deg__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/rad2deg__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/rad2deg__LLC+BUS.txt
imx8mm,lift,BUS+MEM,max,1000,1411379,1697081,1467771,1744928,1.202427555,1.039955249,1.236328442,285702,56392,333549,285702,56392,0.9750214853,1.167471701,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/lift__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lift__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lift__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lift__BUS+MEM.txt
imx8mm,fft,LLC+BUS,max,1000,993177,1053478,1706411,1744196,1.06071526,1.718133827,1.756178405,60301,713234,751019,60301,713234,0.9708920734,1.052977003,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fft__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fft__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fft__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fft__LLC+BUS.txt
imx8mm,h264_dec,LLC+BUS,max,1000,541566,582674,1270749,1287153,1.075905799,2.34643423,2.376724167,41108,729183,745587,41108,729183,0.9679290035,1.02249641,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/h264_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__LLC+BUS.txt
imx8mm,recursion,LLC+BUS,max,1000,7899,9450,23286,24219,1.196353969,2.947968097,3.066084314,1551,15387,16320,1551,15387,0.9635139922,1.060635601,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/recursion__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/recursion__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/recursion__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/recursion__LLC+BUS.txt
imx8mm,isqrt,BUS+MEM,max,1000,1439124,1697034,1466270,1707383,1.179213188,1.018862864,1.186404368,257910,27146,268259,257910,27146,0.9410747362,1.040126401,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/isqrt__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/isqrt__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/isqrt__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/isqrt__BUS+MEM.txt
imx8mm,adpcm_dec,LLC+BUS,max,1000,340665,358317,945015,924430,1.0518163,2.774030206,2.713604274,17652,604350,583765,17652,604350,0.9385259211,0.9659386117,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/adpcm_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__LLC+BUS.txt
imx8mm,petrinet,BUS+MEM,max,1000,28139,263523,91277,305092,9.365044955,3.243789758,10.84231849,235384,63138,276953,235384,63138,0.9277473687,1.176600788,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/petrinet__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/petrinet__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/petrinet__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/petrinet__BUS+MEM.txt
imx8mm,cover,LLC+MEM,max,1000,22938,28468,42906,46461,1.241084663,1.870520534,2.025503531,5530,19968,23523,5530,19968,0.9225429445,1.178034856,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cover__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__LLC+MEM.txt
imx8mm,fmref,LLC+BUS,max,1000,747886,759878,1416620,1375462,1.016034529,1.894165688,1.839133237,11992,668734,627576,11992,668734,0.9219215955,0.9384538546,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fmref__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__LLC+BUS.txt
imx8mm,huff_enc,LLC+BUS,max,1000,1513598,1597862,2239530,2254853,1.055671321,1.479606871,1.48973043,84264,725932,741255,84264,725932,0.9149082444,1.021108038,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/huff_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/huff_enc__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/huff_enc__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/huff_enc__LLC+BUS.txt
imx8mm,md5,LLC+BUS,max,1000,35973759,36654128,37304501,37719994,1.018912925,1.03699202,1.048541911,680369,1330742,1746235,680369,1330742,0.8682936944,1.312226562,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/md5__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__LLC+BUS.txt
imx8mm,cjpeg_wrbmp,BUS+MEM,max,1000,279041,391768,296517,391797,1.40398006,1.062628789,1.404083988,112727,17476,112756,112727,17476,0.8660015514,1.000257259,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cjpeg_wrbmp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__BUS+MEM.txt
imx8mm,md5,BUS+MEM,max,1000,35973759,37304501,36619865,37616361,1.03699202,1.017960481,1.045661116,1330742,646106,1642602,1330742,646106,0.8309197268,1.23435046,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/md5__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__BUS+MEM.txt
imx8mm,matrix1,BUS+MEM,max,1000,25272,141023,31236,125700,5.580207344,1.235992403,4.973884141,115751,5964,100428,115751,5964,0.8251078339,0.8676210141,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/matrix1__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__BUS+MEM.txt
imx8mm,filterbank,LLC+BUS,max,1000,15617877,15781196,16218762,16239226,1.010457183,1.038474179,1.039784473,163319,600885,621349,163319,600885,0.8130669298,1.034056433,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/filterbank__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__LLC+BUS.txt
imx8mm,pm,LLC+MEM,max,1000,21303042,21603336,21686236,21828144,1.014096297,1.01798776,1.024649156,300294,383194,525102,300294,383194,0.7682680603,1.370329389,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/pm__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__LLC+MEM.txt
imx8mm,epic,LLC+BUS,max,1000,5569683,5702924,6783238,6592127,1.023922546,1.217885829,1.183573105,133241,1213555,1022444,133241,1213555,0.7591676839,0.8425197045,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/epic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/epic__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/epic__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/epic__LLC+BUS.txt
imx8mm,huff_enc,BUS+MEM,max,1000,1513598,2239530,1586624,2118489,1.479606871,1.048246628,1.399637817,725932,73026,604891,725932,73026,0.7570998726,0.8332612421,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/huff_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/huff_enc__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/huff_enc__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/huff_enc__BUS+MEM.txt
imx8mm,mpeg2,LLC+BUS,max,1000,567056921,573255524,598172297,595151565,1.010931183,1.054871698,1.049544663,6198603,31115376,28094644,6198603,31115376,0.7529254385,0.9029183514,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/mpeg2__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__LLC+BUS.txt
imx8mm,cubic,LLC+BUS,max,1000,2158492,2320964,2934012,2857443,1.075271069,1.359287873,1.323814496,162472,775520,698951,162472,775520,0.7451566751,0.9012675366,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cubic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__LLC+BUS.txt
imx8mm,matrix1,LLC+MEM,max,1000,25272,26727,31236,30780,1.057573599,1.235992403,1.217948718,1455,5964,5508,1455,5964,0.7424181156,0.9235412475,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/matrix1__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__LLC+MEM.txt
imx8mm,cubic,LLC+MEM,max,1000,2158492,2320964,2351424,2421895,1.075271069,1.089382773,1.122031029,162472,192932,263403,162472,192932,0.7411368471,1.365263409,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cubic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__LLC+MEM.txt
imx8mm,sha,LLC+BUS,max,1000,5449187,5624540,6447756,6314591,1.032179663,1.183251006,1.158813416,175353,998569,865404,175353,998569,0.7371903755,0.8666441678,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/sha__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__LLC+BUS.txt
