sample,checkpoint_ns,predicate_ns,signal_ns,yield_ns,budget_update_ns,total_ns
15411,125,375,5250,1750,1500,9000
15412,0,375,5375,1750,1500,9000
15413,125,375,5375,1625,1625,9125
15414,125,375,5250,1625,1500,8875
15415,125,375,5375,1750,1500,9125
15416,0,375,5500,1750,1625,9250
15417,0,375,5500,1750,1625,9250
15418,125,375,5250,1625,1500,8875
15419,125,375,5375,1750,1625,9250
15420,125,375,5375,1750,1625,9250
15421,125,375,5250,1625,1500,8875
15422,125,375,5375,1625,1500,9000
15423,0,375,5375,1625,1500,8875
15424,125,375,5250,1625,1500,8875
15425,125,375,5375,1750,1625,9250
15426,125,375,5375,1625,1500,9000
15427,125,375,5375,1625,1500,9000
15428,125,375,5375,1625,1500,9000
15429,125,375,5250,1625,1500,8875
15430,125,375,5250,1625,1500,8875
15431,0,375,5500,1625,1625,9125
15432,125,375,5375,1625,1500,9000
15433,125,375,5375,1750,1500,9125
15434,0,375,5375,1625,1625,9000
15435,0,375,5500,1750,1500,9125
15436,125,375,5500,1750,1500,9250
15437,125,375,5375,1625,1500,9000
15438,125,375,5250,1625,1500,8875
15439,125,375,5375,1750,1500,9125
15440,125,375,5375,1625,1500,9000
15441,125,375,5375,1750,1500,9125
15442,125,375,5375,1625,1500,9000
15443,125,375,5375,1625,1500,9000
15444,125,375,5250,1750,1625,9125
15445,125,375,5250,1625,1500,8875
15446,125,375,5375,1750,1500,9125
15447,125,375,5375,1750,1500,9125
15448,125,375,5375,1750,1625,9250
15449,125,500,5375,1750,1625,9375
15450,125,375,5375,1750,1500,9125
15451,125,500,5375,1750,1500,9250
15452,125,375,5375,1750,1625,9250
15453,0,375,5375,1750,1500,9000
15454,125,500,5375,1625,1625,9250
15455,125,375,5500,1625,1500,9125
15456,125,375,5250,1625,1500,8875
15457,125,375,5375,1750,1500,9125
15458,125,500,5250,1625,1500,9000
15459,125,375,5375,1625,1500,9000
15460,125,375,5250,1750,1500,9000
15461,125,375,5375,1625,1500,9000
15462,125,375,5375,1750,1500,9125
15463,125,375,5250,1625,1500,8875
15464,125,375,5375,1625,1500,9000
15465,0,375,5375,1625,1500,8875
15466,125,500,5250,1750,1500,9125
15467,125,375,5125,1625,1500,8750
15468,0,375,5375,1625,1500,8875
15469,125,375,5375,1625,1500,9000
15470,125,375,5375,1750,1625,9250
15471,125,375,5375,1750,1500,9125
15472,125,375,5250,1750,1500,9000
15473,125,375,5375,1625,1500,9000
15474,125,375,5375,1750,1625,9250
15475,125,375,5250,1625,1500,8875
15476,125,375,5250,1750,1500,9000
15477,125,375,5375,1750,1500,9125
15478,125,375,5375,1750,1500,9125
15479,125,500,5375,1750,1500,9250
15480,125,375,5375,1750,1500,9125
15481,125,375,5250,1750,1500,9000
15482,125,375,5250,1750,1500,9000
15483,125,375,5250,1750,1500,9000
15484,125,375,5375,1625,1500,9000
15485,125,500,5375,1625,1500,9125
15486,125,375,5500,1625,1500,9125
15487,125,375,5375,1625,1625,9125
15488,125,375,5375,1625,1500,9000
15489,125,375,5250,1625,1500,8875
15490,0,375,5375,1750,1500,9000
15491,125,375,5375,1625,1500,9000
15492,125,375,5250,1750,1500,9000
15493,125,375,5375,1625,1500,9000
15494,125,375,5375,1750,1500,9125
15495,125,375,5375,1750,1500,9125
15496,125,375,5375,1625,1500,9000
15497,125,375,5250,1750,1500,9000
15498,0,375,5250,1750,1500,8875
15499,125,375,5250,1625,1500,8875
15500,125,375,5375,1750,1500,9125
15501,125,500,5375,1625,1500,9125
15502,125,375,6000,1750,1625,9875
15503,125,375,5500,1750,1500,9250
15504,0,375,5500,1750,1500,9125
15505,125,375,5375,1750,1500,9125
15506,125,375,5375,1625,1500,9000
15507,125,375,5500,1750,1625,9375
15508,125,375,15125,1500,1625,18750
15509,125,375,6000,1750,1625,9875
15510,0,375,5500,1750,1500,9125
15511,125,375,5375,1625,1500,9000
15512,0,375,5250,1625,1500,8750
15513,125,375,5500,1750,1625,9375
15514,0,375,5375,1625,1500,8875
15515,125,375,5375,1750,1500,9125
15516,125,500,5375,1625,1500,9125
15517,125,375,5375,1750,1500,9125
15518,125,500,5375,1625,1500,9125
15519,125,375,5375,1625,1500,9000
15520,125,375,5375,1750,1625,9250
15521,125,375,5375,1750,1625,9250
15522,125,375,5250,1625,1500,8875
15523,0,375,5500,1625,1500,9000
15524,125,375,5375,1750,1500,9125
15525,125,375,5500,1625,1500,9125
15526,125,375,5375,1625,1500,9000
15527,125,375,5375,1750,1625,9250
15528,125,375,5375,1625,1500,9000
15529,0,375,5500,1750,1500,9125
15530,125,375,5375,1750,1625,9250
15531,125,375,5250,1750,1500,9000
15532,0,375,5375,1625,1625,9000
15533,125,375,5375,1750,1625,9250
15534,125,500,5375,1625,1500,9125
15535,0,375,5500,1750,1625,9250
15536,125,375,5375,1750,1500,9125
15537,0,375,5375,1625,1500,8875
15538,125,375,5375,1625,1500,9000
15539,125,500,5375,1625,1500,9125
15540,0,375,5375,1625,1500,8875
15541,125,375,5250,1625,1500,8875
15542,125,375,5375,1625,1500,9000
15543,125,375,5375,1625,1500,9000
15544,125,375,5375,1750,1500,9125
15545,125,375,5375,1750,1500,9125
15546,125,375,5375,1750,1500,9125
15547,0,375,5500,1625,1500,9000
15548,125,375,5375,1625,1375,8875
15549,125,375,5375,1625,1500,9000
15550,125,375,5375,1750,1625,9250
15551,125,375,5375,1750,1500,9125
15552,125,375,5375,1625,1500,9000
15553,125,375,5375,1750,1500,9125
15554,125,375,5375,1625,1500,9000
15555,0,375,5375,1625,1500,8875
15556,125,375,5250,1625,1500,8875
15557,125,500,5375,1750,1500,9250
15558,125,375,5375,1625,1500,9000
15559,125,375,5375,1750,1500,9125
15560,125,375,5375,1750,1625,9250
15561,125,375,5250,1625,1375,8750
15562,0,375,5500,1625,1500,9000
15563,125,375,5250,1625,1500,8875
15564,0,375,5375,1625,1500,8875
15565,125,375,5250,1625,1500,8875
15566,125,375,5250,1625,1625,9000
15567,125,375,5375,1625,1500,9000
15568,0,375,5500,1750,1500,9125
15569,0,375,5375,1750,1500,9000
15570,125,375,5375,1625,1500,9000
15571,125,375,5375,1750,1625,9250
15572,125,375,5250,1625,1500,8875
15573,125,375,5375,1750,1500,9125
15574,125,375,5250,1750,1500,9000
15575,0,375,5375,1625,1500,8875
15576,125,375,5250,1625,1500,8875
15577,125,375,5375,1625,1500,9000
15578,125,375,5250,1625,1500,8875
15579,0,375,5375,1750,1625,9125
15580,125,375,5250,1625,1500,8875
15581,125,375,5375,1625,1500,9000
15582,125,375,5375,1625,1500,9000
15583,125,375,5375,1750,1625,9250
15584,125,375,5375,1625,1500,9000
15585,125,375,5250,1750,1500,9000
15586,125,375,5250,1625,1500,8875
15587,125,375,5375,1625,1500,9000
15588,125,375,5375,1625,1500,9000
15589,125,375,5375,1750,1500,9125
15590,125,375,5375,1625,1500,9000
15591,0,375,5375,1625,1500,8875
15592,125,375,5375,1750,1500,9125
15593,125,375,5375,1750,1500,9125
15594,125,375,5500,1750,1500,9250
15595,125,375,5375,1625,1500,9000
15596,125,375,5375,1750,1500,9125
15597,125,375,5375,1625,1500,9000
15598,125,375,5375,1625,1500,9000
15599,125,375,5250,1625,1500,8875
15600,125,375,5375,1625,1500,9000
15601,125,500,5375,1750,1500,9250
15602,125,375,5375,1750,1500,9125
15603,125,375,5375,1625,1500,9000
15604,125,375,5375,1750,1500,9125
15605,0,375,5250,1625,1500,8750
15606,125,375,5375,1625,1500,9000
15607,0,375,5375,1625,1500,8875
15608,125,375,5500,1625,1500,9125
15609,125,375,5125,1625,1500,8750
15610,125,375,5375,1625,1500,9000
15611,0,375,5375,1625,1500,8875
15612,125,375,5375,1625,1500,9000
15613,125,375,5375,1750,1625,9250
15614,0,375,5375,1625,1500,8875
15615,125,375,5250,1625,1625,9000
15616,125,500,5375,1750,1625,9375
15617,125,375,5250,1625,1500,8875
15618,125,375,5500,1625,1500,9125
15619,125,375,5375,1750,1500,9125
15620,125,375,5250,1625,1500,8875
15621,125,375,5375,1750,1625,9250
15622,0,375,5375,1625,1500,8875
15623,125,375,5250,1750,1500,9000
15624,125,500,5875,1750,1500,9750
15625,125,375,5500,1625,1500,9125
15626,125,375,5500,1625,1500,9125
15627,125,375,5500,1750,1500,9250
15628,125,375,5250,1625,1500,8875
15629,0,375,5375,1750,1500,9000
15630,125,375,5250,1625,1500,8875
15631,125,375,5375,1625,1500,9000
15632,125,375,5375,1625,1500,9000
15633,125,375,5375,1750,1500,9125
15634,0,375,5375,1750,1500,9000
15635,125,375,5375,1625,1500,9000
15636,125,375,5375,1625,1375,8875
15637,0,375,5500,1750,1625,9250
15638,125,375,5375,1750,1500,9125
15639,125,375,5500,1750,1500,9250
15640,125,375,5375,1750,1500,9125
15641,125,375,5250,1750,1625,9125
15642,0,375,5500,1750,1500,9125
15643,125,375,5375,1625,1500,9000
15644,125,375,5250,1625,1500,8875
15645,0,375,5375,1750,1625,9125
15646,125,500,5375,1625,1500,9125
15647,125,375,5375,1750,1500,9125
15648,125,375,5375,1625,1625,9125
15649,125,375,5375,1625,1500,9000
15650,125,375,5500,1750,1500,9250
15651,0,375,5375,1750,1500,9000
15652,125,375,5250,1625,1500,8875
15653,125,500,5375,1750,1500,9250
15654,0,375,5375,1625,1500,8875
15655,125,375,5375,1625,1500,9000
15656,125,500,5375,1750,1625,9375
15657,125,375,5375,1750,1625,9250
15658,125,375,5375,1625,1500,9000
15659,125,375,5375,1750,1500,9125
15660,125,375,5500,1625,1500,9125
15661,125,375,5375,1750,1500,9125
15662,0,375,5250,1625,1500,8750
15663,125,500,5375,1750,1500,9250
15664,125,375,5250,1750,1500,9000
15665,125,375,5375,1625,1500,9000
15666,125,375,5375,1750,1625,9250
15667,125,375,5250,1625,1500,8875
15668,125,500,5250,1625,1500,9000
15669,125,375,5375,1625,1500,9000
15670,125,375,5250,1625,1500,8875
15671,0,375,5375,1625,1625,9000
15672,125,500,5375,1625,1500,9125
15673,125,375,5375,1625,1500,9000
15674,0,375,5375,1625,1500,8875
15675,0,375,5375,1625,1500,8875
15676,125,375,5250,1750,1625,9125
15677,125,375,5375,1625,1500,9000
15678,125,375,5500,1625,1500,9125
15679,125,375,5375,1750,1625,9250
15680,0,375,5375,1625,1500,8875
15681,125,500,5375,1625,1500,9125
15682,125,500,5375,1750,1625,9375
15683,125,375,5250,1625,1500,8875
15684,125,375,5375,1625,1500,9000
15685,125,375,5375,1750,1500,9125
15686,0,375,5375,1625,1500,8875
15687,125,375,5125,1750,1500,8875
15688,0,375,5375,1750,1500,9000
15689,125,500,5375,1750,1500,9250
15690,0,375,5250,1750,1625,9000
15691,125,500,5500,1750,1625,9500
15692,125,375,5250,1750,1625,9125
15693,125,375,5375,1750,1625,9250
15694,125,375,5375,1625,1500,9000
15695,125,375,5375,1750,1500,9125
15696,125,375,5375,1625,1500,9000
15697,0,375,5375,1750,1500,9000
15698,125,375,5250,1625,1500,8875
15699,125,375,5375,1625,1500,9000
15700,125,375,5500,1625,1500,9125
15701,125,375,5250,1625,1500,8875
15702,125,375,5375,1625,1625,9125
15703,0,375,5375,1750,1625,9125
15704,125,375,5375,1625,1625,9125
15705,125,375,5250,1625,1500,8875
15706,125,375,5375,1625,1500,9000
15707,125,375,5250,1625,1500,8875
15708,125,375,5375,1750,1500,9125
15709,125,375,5375,1750,1625,9250
15710,0,375,5375,1625,1500,8875
15711,125,375,5375,1750,1500,9125
15712,125,375,5375,1625,1500,9000
15713,125,375,5250,1750,1500,9000
15714,125,375,5250,1625,1500,8875
15715,125,375,5375,1750,1625,9250
15716,125,375,5125,1625,1500,8750
15717,125,375,5375,1750,1625,9250
15718,0,375,5375,1625,1500,8875
15719,125,375,5375,1625,1500,9000
15720,125,375,5250,1625,1500,8875
15721,0,375,5375,1625,1625,9000
15722,125,375,5375,1750,1500,9125
15723,0,375,5375,1750,1500,9000
15724,125,500,5375,1625,1500,9125
15725,0,375,5250,1625,1500,8750
15726,125,375,5500,1750,1500,9250
15727,125,375,5375,1625,1500,9000
15728,125,375,5375,1625,1500,9000
15729,0,375,5500,1750,1625,9250
15730,125,375,5375,1750,1500,9125
15731,125,500,5375,1625,1500,9125
15732,125,500,5375,1750,1500,9250
15733,125,375,5375,1750,1500,9125
15734,125,375,5250,1625,1500,8875
15735,125,500,5375,1750,1625,9375
15736,125,375,5250,1625,1625,9000
15737,125,375,5500,1625,1500,9125
15738,0,375,5375,1625,1625,9000
15739,125,375,5375,1625,1500,9000
15740,125,375,5375,1625,1500,9000
15741,125,500,5500,1625,1500,9250
15742,0,375,5375,1625,1500,8875
15743,125,375,5250,1625,1500,8875
15744,125,375,5250,1625,1500,8875
15745,125,500,5375,1750,1500,9250
15746,125,500,5750,1875,1500,9750
15747,125,375,5500,1750,1500,9250
15748,125,375,5250,1625,1500,8875
15749,125,375,5375,1750,1500,9125
15750,125,375,5375,1750,1500,9125
15751,125,375,5375,1750,1500,9125
15752,125,375,5375,1625,1500,9000
15753,125,375,5250,1750,1625,9125
15754,125,500,5375,1750,1625,9375
15755,125,375,5375,1750,1500,9125
15756,125,375,5250,1750,1500,9000
15757,125,375,5250,1750,1500,9000
15758,125,375,5250,1750,1500,9000
15759,0,375,5500,1625,1500,9000
15760,125,375,5375,1750,1500,9125
15761,125,375,5375,1750,1500,9125
15762,125,375,5375,1750,1500,9125
15763,125,500,5375,1625,1625,9250
15764,125,375,5375,1625,1500,9000
15765,125,375,5375,1750,1625,9250
15766,125,500,5250,1750,1625,9250
15767,125,375,5375,1625,1500,9000
15768,0,375,5250,1625,1500,8750
15769,125,375,5250,1750,1500,9000
15770,125,375,5375,1625,1500,9000
15771,125,375,5375,1625,1500,9000
15772,125,375,5375,1750,1625,9250
15773,125,375,5250,1625,1500,8875
15774,125,500,5375,1625,1500,9125
15775,125,375,5375,1625,1500,9000
15776,0,375,5375,1625,1500,8875
15777,125,375,5250,1625,1625,9000
15778,125,500,5375,1750,1625,9375
15779,125,375,5250,1625,1500,8875
15780,0,375,5375,1625,1625,9000
15781,125,375,5375,1750,1500,9125
15782,125,375,5250,1750,1500,9000
15783,125,375,5375,1625,1500,9000
15784,125,375,5375,1750,1625,9250
15785,125,375,5375,1625,1500,9000
15786,125,375,5250,1750,1625,9125
15787,125,375,5375,1750,1500,9125
15788,125,500,5375,1625,1625,9250
15789,125,375,5250,1750,1500,9000
15790,0,375,5250,1625,1500,8750
15791,125,375,5250,1625,1500,8875
15792,125,375,5375,1625,1500,9000
15793,125,375,5375,1625,1500,9000
15794,125,375,5375,1625,1500,9000
15795,125,375,5375,1750,1500,9125
15796,125,375,5250,1750,1500,9000
15797,125,375,5375,1625,1625,9125
15798,125,375,5250,1750,1500,9000
15799,0,375,5375,1625,1500,8875
15800,125,375,5375,1750,1500,9125
15801,125,375,5375,1625,1500,9000
15802,125,375,5250,1750,1500,9000
15803,125,375,5375,1625,1375,8875
15804,125,375,5500,1625,1500,9125
15805,125,375,5250,1625,1500,8875
15806,125,500,5375,1625,1500,9125
15807,125,375,5375,1625,1500,9000
15808,125,375,5375,1750,1500,9125
15809,125,375,5375,1625,1500,9000
15810,125,375,5375,1750,1500,9125
15811,125,375,5250,1625,1500,8875
15812,125,375,5250,1750,1625,9125
15813,125,375,5375,1750,1500,9125
15814,125,375,5375,1625,1500,9000
15815,125,375,5250,1625,1500,8875
15816,125,375,5375,1625,1625,9125
15817,125,375,5375,1750,1625,9250
15818,0,375,5375,1625,1500,8875
15819,125,375,5375,1750,1625,9250
15820,125,375,5375,1625,1500,9000
15821,125,375,5375,1750,1500,9125
15822,125,375,5250,1625,1500,8875
15823,125,375,5375,1625,1625,9125
15824,125,500,5375,1625,1500,9125
15825,125,375,5250,1625,1500,8875
15826,125,500,5250,1625,1500,9000
15827,125,500,5375,1750,1500,9250
15828,125,375,5375,1625,1500,9000
15829,125,375,5375,1750,1500,9125
15830,125,375,5375,1625,1500,9000
15831,125,375,5375,1750,1500,9125
15832,125,375,5375,1750,1500,9125
15833,125,375,5375,1625,1625,9125
15834,125,375,5375,1625,1500,9000
15835,125,375,5250,1625,1500,8875
15836,125,375,5250,1625,1500,8875
15837,125,500,5375,1750,1500,9250
15838,0,375,5375,1625,1500,8875
15839,125,375,5250,1750,1500,9000
15840,125,375,5250,1625,1500,8875
15841,125,375,5250,1625,1625,9000
15842,125,375,5375,1750,1500,9125
15843,125,375,5375,1625,1500,9000
15844,125,375,5375,1625,1500,9000
15845,125,375,5375,1750,1500,9125
15846,125,375,5375,1625,1500,9000
15847,125,375,5375,1750,1500,9125
15848,125,375,5375,1625,1625,9125
15849,125,375,5375,1625,1500,9000
15850,125,375,5250,1625,1375,8750
15851,125,500,5375,1625,1500,9125
15852,125,375,15375,1750,1625,19250
15853,125,375,5875,1750,1500,9625
15854,0,375,5500,1625,1500,9000
15855,125,375,5375,1625,1500,9000
15856,125,375,5250,1625,1500,8875
15857,0,375,5375,1625,1625,9000
15858,125,375,5250,1750,1625,9125
15859,125,375,5375,1625,1625,9125
15860,125,375,5375,1625,1500,9000
15861,125,375,5375,1750,1500,9125
15862,125,375,5375,1750,1500,9125
15863,125,500,5375,1625,1500,9125
15864,125,375,5375,1750,1500,9125
15865,125,375,5375,1750,1500,9125
15866,0,375,5500,1750,1500,9125
15867,125,500,6000,1875,1500,10000
15868,125,375,5500,1625,1500,9125
15869,125,375,5375,1750,1500,9125
15870,125,375,5250,1750,1500,9000
15871,125,375,5375,1750,1500,9125
15872,125,375,5250,1625,1500,8875
15873,125,375,5375,1750,1500,9125
15874,0,375,5375,1625,1500,8875
15875,125,375,5375,1750,1625,9250
15876,125,375,5250,1625,1625,9000
15877,125,375,5375,1750,1500,9125
15878,125,375,5375,1625,1500,9000
15879,125,500,5250,1625,1500,9000
15880,125,500,5375,1625,1500,9125
15881,125,375,5250,1625,1500,8875
15882,0,375,5375,1625,1500,8875
15883,125,375,5250,1625,1500,8875
15884,125,375,5375,1625,1500,9000
15885,0,375,5375,1625,1500,8875
15886,125,500,5375,1625,1500,9125
15887,125,500,5375,1625,1500,9125
15888,125,375,5250,1625,1625,9000
15889,0,375,5375,1625,1625,9000
15890,125,375,5375,1750,1625,9250
15891,125,375,5250,1625,1500,8875
15892,125,375,5375,1750,1500,9125
15893,125,500,5375,1750,1625,9375
15894,125,375,5375,1750,1500,9125
15895,125,375,5250,1625,1500,8875
15896,125,500,5375,1625,1500,9125
15897,125,375,5500,1750,1625,9375
15898,125,375,5250,1625,1625,9000
15899,125,375,5500,1625,1500,9125
15900,0,375,5375,1625,1500,8875
15901,125,375,5250,1625,1625,9000
15902,125,375,5250,1625,1500,8875
15903,125,375,5250,1625,1500,8875
15904,125,375,5375,1625,1500,9000
15905,125,375,5375,1750,1500,9125
15906,125,375,5250,1625,1500,8875
15907,125,375,5375,1625,1500,9000
15908,125,375,5375,1750,1625,9250
15909,125,375,5250,1625,1500,8875
15910,125,375,5250,1750,1500,9000
15911,0,375,5375,1625,1500,8875
15912,125,375,5250,1625,1500,8875
15913,125,375,5250,1625,1500,8875
15914,125,375,5375,1750,1625,9250
15915,125,375,5375,1750,1500,9125
15916,125,375,5375,1750,1625,9250
15917,125,500,5375,1750,1500,9250
15918,125,375,5375,1750,1625,9250
15919,125,375,5375,1625,1500,9000
15920,125,375,5250,1750,1625,9125
15921,125,375,5125,1750,1625,9000
15922,0,375,5375,1750,1500,9000
15923,0,375,5375,1625,1500,8875
15924,125,375,5375,1625,1500,9000
15925,125,375,5375,1625,1500,9000
15926,125,375,5375,1625,1500,9000
15927,125,500,5375,1750,1500,9250
15928,125,375,5375,1625,1500,9000
15929,125,375,5250,1750,1500,9000
15930,125,500,5375,1750,1625,9375
15931,0,375,5250,1625,1500,8750
15932,125,375,5250,1625,1500,8875
15933,125,375,5250,1625,1500,8875
15934,125,375,5500,1625,1500,9125
15935,0,375,5375,1750,1625,9125
15936,125,375,5250,1625,1500,8875
15937,125,375,5500,1625,1500,9125
15938,125,375,5375,1625,1500,9000
15939,125,375,5375,1625,1500,9000
15940,125,500,5375,1750,1500,9250
15941,125,375,5250,1625,1500,8875
15942,0,375,5500,1625,1500,9000
15943,125,375,5375,1750,1500,9125
15944,0,375,5375,1625,1500,8875
15945,125,375,5375,1625,1500,9000
15946,125,375,5375,1625,1500,9000
15947,125,375,5375,1625,1500,9000
15948,125,375,5250,1625,1500,8875
15949,125,375,5375,1625,1500,9000
15950,125,375,5375,1750,1500,9125
15951,125,375,5250,1625,1625,9000
15952,125,375,5375,1625,1500,9000
15953,125,375,5250,1750,1500,9000
15954,125,375,5375,1750,1500,9125
15955,0,375,5500,1750,1500,9125
15956,0,375,5250,1625,1625,8875
15957,125,375,5250,1625,1625,9000
15958,125,375,5375,1750,1625,9250
15959,125,375,5250,1625,1500,8875
15960,125,375,5375,1625,1500,9000
15961,125,375,5375,1750,1500,9125
15962,125,375,5250,1750,1500,9000
15963,125,375,5375,1750,1500,9125
15964,125,375,5250,1625,1500,8875
15965,125,375,5375,1625,1500,9000
15966,125,500,5250,1625,1500,9000
15967,125,375,5250,1625,1500,8875
15968,125,375,5375,1750,1625,9250
15969,125,375,5375,1750,1500,9125
15970,125,375,5250,1625,1625,9000
15971,0,375,5500,1750,1500,9125
15972,125,375,5500,1750,1625,9375
15973,125,375,5375,1625,1625,9125
15974,125,500,5375,1625,1500,9125
15975,125,375,5250,1750,1500,9000
15976,0,375,5375,1750,1500,9000
15977,125,375,5250,1750,1500,9000
15978,0,375,5250,1625,1500,8750
15979,125,375,5500,1625,1500,9125
15980,0,375,5375,1625,1375,8750
15981,125,375,5375,1625,1500,9000
15982,125,375,5375,1625,1500,9000
15983,125,375,5375,1625,1500,9000
15984,125,375,5375,1625,1625,9125
15985,125,375,5250,1625,1500,8875
15986,125,500,5250,1625,1500,9000
15987,0,375,5375,1750,1500,9000
15988,125,375,5250,1625,1375,8750
15989,125,375,6000,1875,1500,9875
15990,0,375,5500,1750,1500,9125
15991,0,375,5375,1750,1500,9000
15992,125,375,5250,1625,1500,8875
15993,125,500,5375,1625,1500,9125
15994,125,375,5250,1750,1375,8875
15995,125,375,5375,1625,1500,9000
15996,125,375,5375,1625,1500,9000
15997,125,375,5250,1625,1500,8875
15998,125,375,5250,1625,1500,8875
15999,125,375,5375,1625,1500,9000
16000,125,500,5375,1625,1500,9125
16001,125,500,5375,1625,1625,9250
16002,125,375,5250,1625,1500,8875
16003,125,375,5250,1625,1500,8875
16004,125,375,5375,1750,1500,9125
16005,125,375,5375,1750,1500,9125
16006,125,375,5250,1750,1500,9000
16007,125,375,5375,1750,1500,9125
16008,125,375,5375,1750,1625,9250
16009,125,375,5250,1625,1500,8875
16010,125,375,5375,1625,1500,9000
16011,125,375,5375,1625,1500,9000
16012,0,375,5375,1625,1500,8875
16013,125,375,5375,1750,1625,9250
16014,0,375,5125,1625,1500,8625
16015,125,500,5375,1750,1500,9250
16016,125,375,5375,1750,1500,9125
16017,125,375,5375,1750,1625,9250
16018,0,375,5375,1625,1500,8875
16019,125,375,5250,1625,1500,8875
16020,125,375,5375,1750,1500,9125
16021,125,375,5375,1625,1625,9125
16022,125,375,5375,1750,1500,9125
16023,125,375,5375,1625,1500,9000
16024,0,375,5375,1750,1625,9125
16025,125,375,5250,1625,1500,8875
16026,125,375,5375,1625,1500,9000
16027,125,375,5500,1750,1500,9250
16028,125,375,5250,1625,1500,8875
16029,125,375,5250,1625,1500,8875
16030,125,375,5250,1625,1375,8750
16031,125,375,5375,1750,1500,9125
16032,0,375,5250,1625,1375,8625
16033,125,375,5625,1625,1500,9250
16034,0,375,5375,1625,1500,8875
16035,125,375,5250,1625,1500,8875
16036,125,375,5375,1750,1625,9250
16037,125,375,5250,1625,1625,9000
16038,125,500,5375,1750,1625,9375
16039,125,375,5125,1625,1500,8750
16040,0,375,5375,1625,1500,8875
16041,125,375,5375,1750,1500,9125
16042,125,375,5375,1750,1500,9125
16043,0,375,5375,1750,1500,9000
16044,125,375,5250,1750,1625,9125
16045,125,375,5250,1625,1500,8875
16046,125,375,5500,1750,1500,9250
16047,0,375,5375,1625,1500,8875
16048,125,375,5375,1625,1500,9000
16049,125,500,5250,1625,1500,9000
16050,125,375,5375,1750,1625,9250
16051,0,375,5375,1750,1625,9125
16052,125,375,5250,1750,1500,9000
16053,125,500,5375,1625,1500,9125
16054,125,500,5375,1750,1500,9250
16055,125,375,5250,1625,1500,8875
16056,125,375,5375,1750,1500,9125
16057,125,375,5375,1625,1500,9000
16058,125,375,5375,1625,1500,9000
16059,125,375,5250,1750,1625,9125
16060,125,375,5375,1750,1500,9125
16061,125,375,5250,1625,1500,8875
16062,125,375,5375,1625,1500,9000
16063,125,500,5250,1750,1625,9250
16064,125,375,5250,1750,1625,9125
16065,125,375,5250,1750,1500,9000
16066,125,375,5375,1750,1625,9250
16067,125,375,5375,1750,1500,9125
16068,125,500,5375,1750,1500,9250
16069,125,375,5375,1750,1500,9125
16070,0,375,5375,1750,1500,9000
16071,125,375,5250,1750,1500,9000
16072,125,375,5375,1625,1500,9000
16073,125,375,5375,1625,1500,9000
16074,0,375,5375,1625,1500,8875
16075,125,375,5250,1625,1500,8875
16076,125,375,5250,1625,1500,8875
16077,0,375,5375,1625,1500,8875
16078,125,375,5250,1625,1500,8875
16079,125,500,5375,1625,1625,9250
16080,125,375,5250,1625,1500,8875
16081,125,375,5250,1625,1500,8875
16082,125,375,5375,1750,1500,9125
16083,125,375,5375,1625,1500,9000
16084,125,500,5375,1625,1500,9125
16085,125,375,5500,1750,1500,9250
16086,125,375,5375,1750,1625,9250
16087,125,500,5250,1625,1375,8875
16088,125,375,5500,1625,1500,9125
16089,125,375,5250,1625,1500,8875
16090,125,375,5250,1625,1500,8875
16091,125,375,5375,1625,1500,9000
16092,125,375,5250,1625,1500,8875
16093,125,375,5375,1625,1500,9000
16094,125,375,5500,1625,1500,9125
16095,125,375,5375,1625,1375,8875
16096,125,375,5375,1625,1500,9000
16097,125,375,5500,1625,1500,9125
16098,125,375,5375,1625,1500,9000
16099,125,500,5250,1625,1500,9000
16100,125,375,5250,1625,1500,8875
16101,125,375,5375,1750,1500,9125
16102,125,375,5250,1625,1625,9000
16103,125,375,5375,1625,1500,9000
16104,125,500,5375,1625,1500,9125
16105,0,375,5375,1625,1500,8875
16106,0,375,5375,1625,1500,8875
16107,0,375,5375,1750,1500,9000
16108,125,375,5375,1750,1500,9125
16109,125,375,5375,1625,1500,9000
16110,125,500,6000,1750,1500,9875
16111,125,375,5625,1750,1500,9375
16112,125,375,5375,1625,1500,9000
16113,125,500,5375,1625,1500,9125
16114,0,375,5250,1625,1500,8750
16115,125,375,5375,1625,1625,9125
16116,125,375,5375,1625,1500,9000
16117,125,375,5375,1625,1500,9000
16118,125,375,5375,1750,1375,9000
16119,0,375,5375,1750,1500,9000
16120,125,375,5250,1625,1500,8875
16121,0,375,5375,1625,1500,8875
16122,125,375,5500,1625,1500,9125
16123,125,375,5250,1750,1500,9000
16124,125,375,5375,1750,1625,9250
16125,125,375,5250,1625,1500,8875
16126,125,375,5250,1625,1500,8875
16127,125,500,5375,1750,1500,9250
16128,125,375,5250,1625,1500,8875
16129,125,375,5250,1625,1500,8875
16130,125,500,5375,1750,1625,9375
16131,125,375,5375,1750,1625,9250
16132,125,375,5250,1750,1500,9000
16133,125,375,5250,1750,1500,9000
16134,125,375,5250,1625,1500,8875
16135,125,375,5375,1750,1500,9125
16136,125,375,5250,1625,1500,8875
16137,125,375,5500,1750,1500,9250
16138,125,375,5375,1625,1625,9125
16139,125,375,5375,1750,1500,9125
16140,125,375,5375,1625,1500,9000
16141,0,375,5500,1625,1500,9000
16142,125,375,5375,1625,1500,9000
16143,125,375,5375,1750,1625,9250
16144,125,375,5375,1750,1500,9125
