board,bench,pair,q,sample_count,C_solo,C_a,C_b,C_pair,slowdown_a,slowdown_b,slowdown_pair,delta_a,delta_b,delta_pair,delta_pos_a,delta_pos_b,additive_violation,dominant_amplification,verdict,source_solo,source_a,source_b,source_pair
pi5,md5,LLC+BUS,p99,1000,19429205,19226020,19454753,19447493,0.9895422896,1.001314928,1.000941263,-203185,25548,18288,0,25548,0.7158290277,0.7158290277,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/md5__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/md5__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/md5__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/md5__LLC+BUS.txt
pi5,fmref,LLC+MEM,p99,1000,215316,283749,271682,303592,1.317825893,1.261782682,1.409983466,68433,56366,88276,68433,56366,0.7073454114,1.289962445,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fmref__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__LLC+MEM.txt
pi5,ndes,LLC+MEM,p99,1000,29908,60287,97549,98723,2.015748295,3.261635683,3.300889394,30379,67641,68815,30379,67641,0.7020506019,1.017356337,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ndes__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ndes__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ndes__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ndes__LLC+MEM.txt
pi5,bsort,BUS+MEM,p99,1000,75083,89128,89068,94465,1.187059654,1.186260538,1.258140991,14045,13985,19382,14045,13985,0.6914734213,1.37999288,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/bsort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__BUS+MEM.txt
pi5,bsort,LLC+MEM,p99,1000,75083,95671,89068,98913,1.274203215,1.186260538,1.317382097,20588,13985,23830,20588,13985,0.6892661904,1.157470371,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/bsort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__LLC+MEM.txt
pi5,matrix1,BUS+MEM,p99,1000,9381,13589,20766,20075,1.448566251,2.213623281,2.139963757,4208,11385,10694,4208,11385,0.6858205605,0.9393061045,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/matrix1__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__BUS+MEM.txt
pi5,fac,LLC+MEM,p99,1000,277,2819,3480,4145,10.17689531,12.5631769,14.96389892,2542,3203,3868,2542,3203,0.673281114,1.207617858,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fac__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fac__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fac__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fac__LLC+MEM.txt
pi5,rad2deg,LLC+BUS,p99,1000,3788,7158,5791,7375,1.889651531,1.528775079,1.946937698,3370,2003,3587,3370,2003,0.6675972455,1.064391691,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/rad2deg__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__LLC+BUS.txt
pi5,cjpeg_transupp,BUS+MEM,p99,1000,2267113,2318923,2365094,2367091,1.022852853,1.043218402,1.044099258,51810,97981,99978,51810,97981,0.6674499803,1.020381503,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cjpeg_transupp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_transupp__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_transupp__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_transupp__BUS+MEM.txt
pi5,dijkstra,LLC+BUS,p99,1000,42168089,46354116,46333297,47708456,1.099270019,1.098776305,1.131387671,4186027,4165208,5540367,4186027,4165208,0.6634188836,1.323538286,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/dijkstra__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/dijkstra__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/dijkstra__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/dijkstra__LLC+BUS.txt
pi5,ludcmp,LLC+MEM,p99,1000,2217,11618,18157,18974,5.240414975,8.189896256,8.558412269,9401,15940,16757,9401,15940,0.661260408,1.051254705,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ludcmp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__LLC+MEM.txt
pi5,petrinet,BUS+MEM,p99,1000,860,8603,21492,19377,10.00348837,24.99069767,22.53139535,7743,20632,18517,7743,20632,0.6525814978,0.897489337,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/petrinet__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__BUS+MEM.txt
pi5,dijkstra,LLC+MEM,p99,1000,42168089,46354116,49257637,49269364,1.099270019,1.168125902,1.168404003,4186027,7089548,7101275,4186027,7089548,0.6297927157,1.001654125,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/dijkstra__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/dijkstra__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/dijkstra__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/dijkstra__LLC+MEM.txt
pi5,ndes,LLC+BUS,p99,1000,29908,60287,61927,68960,2.015748295,2.070583122,2.305737595,30379,32019,39052,30379,32019,0.6258533927,1.219650832,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ndes__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ndes__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ndes__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ndes__LLC+BUS.txt
pi5,petrinet,LLC+BUS,p99,1000,860,13917,8603,13526,16.18255814,10.00348837,15.72790698,13057,7743,12666,13057,7743,0.6089423077,0.970054377,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/petrinet__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__LLC+BUS.txt
pi5,pm,BUS+MEM,p99,1000,8001294,8279956,8439394,8436730,1.034827117,1.054753644,1.054420697,278662,438100,435436,278662,438100,0.6075043041,0.9939191965,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/pm__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/pm__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/pm__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/pm__BUS+MEM.txt
pi5,petrinet,LLC+MEM,p99,1000,860,13917,21492,20932,16.18255814,24.99069767,24.33953488,13057,20632,20072,13057,20632,0.5958027843,0.9728576968,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/petrinet__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__LLC+MEM.txt
pi5,cubic,BUS+MEM,p99,1000,1190701,1225132,1247776,1245195,1.028916579,1.047933948,1.045766317,34431,57075,54494,34431,57075,0.5955237908,0.9547787998,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cubic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__BUS+MEM.txt
pi5,bitcount,LLC+MEM,p99,1000,14400,29347,42989,40310,2.037986111,2.985347222,2.799305556,14947,28589,25910,14947,28589,0.5951396545,0.90629263,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/bitcount__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitcount__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitcount__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitcount__LLC+MEM.txt
pi5,rad2deg,BUS+MEM,p99,1000,3788,5791,9001,8081,1.528775079,2.376187962,2.133315734,2003,5213,4293,2003,5213,0.5949279379,0.8235181278,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/rad2deg__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__BUS+MEM.txt
pi5,powerwindow,BUS+MEM,p99,1000,778157,1052144,1291110,1244545,1.352097327,1.659189598,1.599349489,273987,512953,466388,273987,512953,0.5926601774,0.9092217026,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/powerwindow__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__BUS+MEM.txt
pi5,matrix1,LLC+BUS,p99,1000,9381,16999,13589,16363,1.812066944,1.448566251,1.744270334,7618,4208,6982,7618,4208,0.590394047,0.9165135206,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/matrix1__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__LLC+BUS.txt
pi5,ammunition,LLC+MEM,p99,1000,80960587,82123685,82748510,82697472,1.014366225,1.022083869,1.021453464,1163098,1787923,1736885,1163098,1787923,0.5885708709,0.9714540279,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ammunition__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__LLC+MEM.txt
pi5,cosf,LLC+BUS,p99,1000,14470,21037,21081,22178,1.453835522,1.456876296,1.532688321,6567,6611,7708,6567,6611,0.584914251,1.165935562,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cosf__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cosf__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cosf__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cosf__LLC+BUS.txt
pi5,binarysearch,LLC+MEM,p99,1000,744,6365,5792,6939,8.555107527,7.784946237,9.326612903,5621,5048,6195,5621,5048,0.5806542319,1.102117061,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/binarysearch__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__LLC+MEM.txt
pi5,countnegative,LLC+BUS,p99,1000,9888,16092,15579,16780,1.627427184,1.575546117,1.697006472,6204,5691,6892,6204,5691,0.5794031106,1.110896196,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/countnegative__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__LLC+BUS.txt
pi5,ndes,BUS+MEM,p99,1000,29908,61927,97549,86712,2.070583122,3.261635683,2.89929116,32019,67641,56804,32019,67641,0.5699779249,0.83978652,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ndes__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ndes__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ndes__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ndes__BUS+MEM.txt
pi5,h264_dec,LLC+BUS,p99,1000,233686,310572,295282,312534,1.329014147,1.263584468,1.337410029,76886,61596,78848,76886,61596,0.569373637,1.0255183,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/h264_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__LLC+BUS.txt
pi5,gsm_enc,LLC+BUS,p99,1000,3539189,3964612,3935277,4005480,1.120203527,1.111914905,1.131750805,425423,396088,466291,425423,396088,0.5676016511,1.096064388,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__LLC+BUS.txt
pi5,g723_enc,LLC+MEM,p99,1000,321402,393688,392072,402352,1.22490837,1.219880399,1.251865265,72286,70670,80950,72286,70670,0.5662581494,1.119857234,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/g723_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__LLC+MEM.txt
pi5,statemate,LLC+MEM,p99,1000,23926,47140,70216,63179,1.970241578,2.934715372,2.640600184,23214,46290,39253,23214,46290,0.5647588628,0.8479801253,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/statemate__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/statemate__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/statemate__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/statemate__LLC+MEM.txt
pi5,statemate,LLC+BUS,p99,1000,23926,47140,47590,50301,1.970241578,1.98904957,2.102357268,23214,23664,26375,23214,23664,0.5626306583,1.114562204,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/statemate__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/statemate__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/statemate__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/statemate__LLC+BUS.txt
pi5,fir2dim,BUS+MEM,p99,1000,5810,11110,20442,16909,1.91222031,3.518416523,2.910327022,5300,14632,11099,5300,14632,0.5568432671,0.7585429196,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fir2dim__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__BUS+MEM.txt
pi5,cjpeg_wrbmp,BUS+MEM,p99,1000,78151,97833,123196,114178,1.251845786,1.576384179,1.460992182,19682,45045,36027,19682,45045,0.5565992553,0.7998001998,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cjpeg_wrbmp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__BUS+MEM.txt
pi5,binarysearch,BUS+MEM,p99,1000,744,6621,5792,6821,8.899193548,7.784946237,9.168010753,5877,5048,6077,5877,5048,0.5562471396,1.034030968,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/binarysearch__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__BUS+MEM.txt
pi5,fac,BUS+MEM,p99,1000,277,2861,3480,3487,10.32851986,12.5631769,12.58844765,2584,3203,3210,2584,3203,0.55469155,1.002185451,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fac__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fac__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fac__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fac__BUS+MEM.txt
pi5,deg2rad,BUS+MEM,p99,1000,3796,5589,7505,6843,1.472339305,1.977081138,1.802687039,1793,3709,3047,1793,3709,0.5537986187,0.8215152332,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/deg2rad__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/deg2rad__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/deg2rad__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/deg2rad__BUS+MEM.txt
pi5,ludcmp,BUS+MEM,p99,1000,2217,13723,18157,17382,6.189896256,8.189896256,7.840324763,11506,15940,15165,11506,15940,0.5525395322,0.9513801757,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ludcmp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__BUS+MEM.txt
pi5,epic,BUS+MEM,p99,1000,1506838,1778709,2034563,1947643,1.180424837,1.35022013,1.292536424,271871,527725,440805,271871,527725,0.5512846487,0.835293003,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/epic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__BUS+MEM.txt
pi5,insertsort,LLC+MEM,p99,1000,1107,5815,8835,7931,5.252935863,7.98102981,7.164408311,4708,7728,6824,4708,7728,0.548729495,0.8830227743,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/insertsort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/insertsort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/insertsort__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/insertsort__LLC+MEM.txt
pi5,dijkstra,BUS+MEM,p99,1000,42168089,46333297,49257637,48287146,1.098776305,1.168125902,1.145111082,4165208,7089548,6119057,4165208,7089548,0.5436863314,0.8631096087,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/dijkstra__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/dijkstra__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/dijkstra__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/dijkstra__BUS+MEM.txt
pi5,cubic,LLC+MEM,p99,1000,1190701,1243798,1247776,1250503,1.044593059,1.047933948,1.050224196,53097,57075,59802,53097,57075,0.5428057946,1.047779238,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cubic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__LLC+MEM.txt
pi5,ammunition,LLC+BUS,p99,1000,80960587,82123685,82199679,82263559,1.014366225,1.015304879,1.016093905,1163098,1239092,1302972,1163098,1239092,0.5424100508,1.05155388,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ammunition__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__LLC+BUS.txt
pi5,filterbank,LLC+BUS,p99,1000,3270443,3648439,3542200,3622751,1.115579449,1.083094859,1.107724856,377996,271757,352308,377996,271757,0.5422183507,0.9320416089,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/filterbank__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/filterbank__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/filterbank__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/filterbank__LLC+BUS.txt
pi5,complex_updates,LLC+MEM,p99,1000,1051,6077,7354,7125,5.782112274,6.997145576,6.77925785,5026,6303,6074,5026,6303,0.5361461735,0.9636680946,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/complex_updates__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__LLC+MEM.txt
