[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=63469 instructions=10128 cache-misses=15
[sample=75] cpu=0 bench=fir2dim cycles=19349 instructions=10111 cache-misses=7
[sample=76] cpu=0 bench=fir2dim cycles=16505 instructions=10106 cache-misses=10
[sample=77] cpu=0 bench=fir2dim cycles=17624 instructions=10110 cache-misses=8
[sample=78] cpu=0 bench=fir2dim cycles=15624 instructions=10112 cache-misses=6
[sample=79] cpu=0 bench=fir2dim cycles=15426 instructions=10113 cache-misses=9
[sample=80] cpu=0 bench=fir2dim cycles=16021 instructions=10106 cache-misses=7
[sample=81] cpu=0 bench=fir2dim cycles=15898 instructions=10110 cache-misses=8
[sample=82] cpu=0 bench=fir2dim cycles=15857 instructions=10115 cache-misses=8
[sample=83] cpu=0 bench=fir2dim cycles=14943 instructions=10111 cache-misses=7
[sample=84] cpu=0 bench=fir2dim cycles=19322 instructions=10110 cache-misses=8
[sample=85] cpu=0 bench=fir2dim cycles=14727 instructions=10109 cache-misses=7
[sample=86] cpu=0 bench=fir2dim cycles=15038 instructions=10108 cache-misses=8
[sample=87] cpu=0 bench=fir2dim cycles=15282 instructions=10108 cache-misses=7
[sample=88] cpu=0 bench=fir2dim cycles=15037 instructions=10108 cache-misses=8
[sample=89] cpu=0 bench=fir2dim cycles=14340 instructions=10113 cache-misses=8
[sample=90] cpu=0 bench=fir2dim cycles=19862 instructions=10110 cache-misses=9
[sample=91] cpu=0 bench=fir2dim cycles=15910 instructions=10108 cache-misses=8
[sample=92] cpu=0 bench=fir2dim cycles=15604 instructions=10110 cache-misses=9
[sample=93] cpu=0 bench=fir2dim cycles=20270 instructions=10111 cache-misses=7
[sample=94] cpu=0 bench=fir2dim cycles=15298 instructions=10107 cache-misses=8
[sample=95] cpu=0 bench=fir2dim cycles=16002 instructions=10109 cache-misses=7
[sample=96] cpu=0 bench=fir2dim cycles=20474 instructions=10110 cache-misses=8
[sample=97] cpu=0 bench=fir2dim cycles=15215 instructions=10111 cache-misses=8
[sample=98] cpu=0 bench=fir2dim cycles=15398 instructions=10106 cache-misses=10
[sample=99] cpu=0 bench=fir2dim cycles=16234 instructions=10109 cache-misses=8

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       14340                63469             17063.76             15882.00
  instructions                 10106                10128             10111.29             10111.00
  cache-misses                     5                   15                 8.48                 8.00
