[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=61959 instructions=10136 cache-misses=16
[sample=81] cpu=0 bench=fir2dim cycles=15714 instructions=10111 cache-misses=9
[sample=82] cpu=0 bench=fir2dim cycles=20598 instructions=10110 cache-misses=7
[sample=83] cpu=0 bench=fir2dim cycles=15043 instructions=10109 cache-misses=8
[sample=84] cpu=0 bench=fir2dim cycles=14789 instructions=10111 cache-misses=9
[sample=85] cpu=0 bench=fir2dim cycles=16753 instructions=10112 cache-misses=9
[sample=86] cpu=0 bench=fir2dim cycles=14981 instructions=10109 cache-misses=6
[sample=87] cpu=0 bench=fir2dim cycles=15123 instructions=10109 cache-misses=13
[sample=88] cpu=0 bench=fir2dim cycles=19551 instructions=10112 cache-misses=9
[sample=89] cpu=0 bench=fir2dim cycles=15086 instructions=10105 cache-misses=8
[sample=90] cpu=0 bench=fir2dim cycles=15882 instructions=10109 cache-misses=8
[sample=91] cpu=0 bench=fir2dim cycles=23292 instructions=10112 cache-misses=10
[sample=92] cpu=0 bench=fir2dim cycles=15009 instructions=10113 cache-misses=12
[sample=93] cpu=0 bench=fir2dim cycles=16713 instructions=10108 cache-misses=8
[sample=94] cpu=0 bench=fir2dim cycles=17149 instructions=10106 cache-misses=6
[sample=95] cpu=0 bench=fir2dim cycles=15433 instructions=10116 cache-misses=8
[sample=96] cpu=0 bench=fir2dim cycles=15144 instructions=10110 cache-misses=8
[sample=97] cpu=0 bench=fir2dim cycles=19734 instructions=10107 cache-misses=8
[sample=98] cpu=0 bench=fir2dim cycles=15134 instructions=10107 cache-misses=9
[sample=99] cpu=0 bench=fir2dim cycles=15754 instructions=10109 cache-misses=7

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       14257                61959             16811.83             15765.50
  instructions                 10105                10136             10109.69             10109.00
  cache-misses                     6                   16                 8.91                 9.00
