[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=59483 instructions=10127 cache-misses=19
[sample=69] cpu=0 bench=fir2dim cycles=22228 instructions=10108 cache-misses=10
[sample=70] cpu=0 bench=fir2dim cycles=19340 instructions=10112 cache-misses=8
[sample=71] cpu=0 bench=fir2dim cycles=17251 instructions=10109 cache-misses=10
[sample=72] cpu=0 bench=fir2dim cycles=17293 instructions=10114 cache-misses=7
[sample=73] cpu=0 bench=fir2dim cycles=15841 instructions=10110 cache-misses=7
[sample=74] cpu=0 bench=fir2dim cycles=16781 instructions=10110 cache-misses=9
[sample=75] cpu=0 bench=fir2dim cycles=15037 instructions=10109 cache-misses=7
[sample=76] cpu=0 bench=fir2dim cycles=15061 instructions=10108 cache-misses=8
[sample=77] cpu=0 bench=fir2dim cycles=15477 instructions=10113 cache-misses=10
[sample=78] cpu=0 bench=fir2dim cycles=15589 instructions=10111 cache-misses=9
[sample=79] cpu=0 bench=fir2dim cycles=16496 instructions=10105 cache-misses=11
[sample=80] cpu=0 bench=fir2dim cycles=16235 instructions=10109 cache-misses=11
[sample=81] cpu=0 bench=fir2dim cycles=16625 instructions=10110 cache-misses=9
[sample=82] cpu=0 bench=fir2dim cycles=15428 instructions=10110 cache-misses=9
[sample=83] cpu=0 bench=fir2dim cycles=16768 instructions=10112 cache-misses=8
[sample=84] cpu=0 bench=fir2dim cycles=20956 instructions=10115 cache-misses=7
[sample=85] cpu=0 bench=fir2dim cycles=17725 instructions=10107 cache-misses=10
[sample=86] cpu=0 bench=fir2dim cycles=19353 instructions=10111 cache-misses=6
[sample=87] cpu=0 bench=fir2dim cycles=16508 instructions=10108 cache-misses=9
[sample=88] cpu=0 bench=fir2dim cycles=16656 instructions=10109 cache-misses=9
[sample=89] cpu=0 bench=fir2dim cycles=15467 instructions=10113 cache-misses=7
[sample=90] cpu=0 bench=fir2dim cycles=15199 instructions=10113 cache-misses=12
[sample=91] cpu=0 bench=fir2dim cycles=15618 instructions=10108 cache-misses=7
[sample=92] cpu=0 bench=fir2dim cycles=15483 instructions=10113 cache-misses=9
[sample=93] cpu=0 bench=fir2dim cycles=15275 instructions=10113 cache-misses=9
[sample=94] cpu=0 bench=fir2dim cycles=19236 instructions=10110 cache-misses=8
[sample=95] cpu=0 bench=fir2dim cycles=18505 instructions=10107 cache-misses=8
[sample=96] cpu=0 bench=fir2dim cycles=14736 instructions=10113 cache-misses=8
[sample=97] cpu=0 bench=fir2dim cycles=17527 instructions=10109 cache-misses=9
[sample=98] cpu=0 bench=fir2dim cycles=15907 instructions=10114 cache-misses=8
[sample=99] cpu=0 bench=fir2dim cycles=15607 instructions=10110 cache-misses=9

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       14255                59483             16884.60             15894.50
  instructions                 10105                10127             10111.27             10111.00
  cache-misses                     6                   19                 8.77                 9.00
