victim,mix,attackers,baseline_med,bg_med,slowdown_med,baseline_avg,bg_avg,slowdown_avg
bsort,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",357420.00,359800.00,1.007,358739.25,360568.25,1.005
bsort,H4_TUNED_KILLER,"CACHE BUS MEM",357420.00,358347.50,1.003,358739.25,362342.00,1.010
bsort,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",357420.00,360377.00,1.008,358739.25,361919.25,1.009
bsort,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",357420.00,364959.00,1.021,358739.25,371618.42,1.036
bsort,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",357420.00,359863.50,1.007,358739.25,361890.00,1.009
bsort,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",357420.00,358160.00,1.002,358739.25,358399.83,0.999
bsort,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",357420.00,364087.00,1.019,358739.25,364243.50,1.015
bsort,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",357420.00,361104.00,1.010,358739.25,364877.25,1.017
bsort,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",357420.00,363403.50,1.017,358739.25,364537.75,1.016
bsort,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",357420.00,364772.50,1.021,358739.25,366902.75,1.023
bsort,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",357420.00,358164.50,1.002,358739.25,358886.00,1.000
recursion,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",4412.00,4750.50,1.077,4911.25,8337.67,1.698
recursion,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",4412.00,4274.50,0.969,4911.25,5145.92,1.048
recursion,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",4412.00,4300.00,0.975,4911.25,5772.67,1.175
recursion,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",4412.00,4235.50,0.960,4911.25,5115.67,1.042
recursion,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",4412.00,4244.50,0.962,4911.25,5476.58,1.115
recursion,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",4412.00,4253.50,0.964,4911.25,5480.75,1.116
recursion,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",4412.00,4305.50,0.976,4911.25,5425.42,1.105
recursion,H16_CACHE_MEM_BUS,"CACHE MEM BUS",4412.00,4285.00,0.971,4911.25,5142.83,1.047
recursion,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",4412.00,4271.50,0.968,4911.25,5679.83,1.156
recursion,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",4412.00,4284.50,0.971,4911.25,5332.17,1.086
recursion,H4_TUNED_KILLER,"CACHE BUS MEM",4412.00,4347.00,0.985,4911.25,4831.58,0.984
recursion,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",4412.00,4323.00,0.980,4911.25,5290.25,1.077
recursion,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",4412.00,4882.00,1.107,4911.25,9517.42,1.938
recursion,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",4412.00,4313.50,0.978,4911.25,4760.25,0.969
recursion,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",4412.00,4300.00,0.975,4911.25,4694.50,0.956
recursion,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",4412.00,4340.50,0.984,4911.25,5387.58,1.097
recursion,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",4412.00,4313.50,0.978,4911.25,5316.08,1.082
recursion,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",4412.00,4412.50,1.000,4911.25,6679.75,1.360
recursion,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",4412.00,4483.00,1.016,4911.25,6303.08,1.283
recursion,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",4412.00,4260.50,0.966,4911.25,4717.50,0.961
ndes,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",105438.00,107036.00,1.015,106956.92,119406.67,1.116
ndes,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",105438.00,105231.00,0.998,106956.92,109477.75,1.024
ndes,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",105438.00,105685.50,1.002,106956.92,121169.42,1.133
ndes,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",105438.00,110828.00,1.051,106956.92,137762.42,1.288
ndes,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",105438.00,105467.50,1.000,106956.92,108328.42,1.013
ndes,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",105438.00,144788.50,1.373,106956.92,149627.83,1.399
ndes,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",105438.00,118088.50,1.120,106956.92,127494.83,1.192
ndes,H16_CACHE_MEM_BUS,"CACHE MEM BUS",105438.00,221056.50,2.097,106956.92,217215.58,2.031
ndes,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",105438.00,105459.50,1.000,106956.92,109829.17,1.027
ndes,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",105438.00,105645.00,1.002,106956.92,110523.50,1.033
ndes,H4_TUNED_KILLER,"CACHE BUS MEM",105438.00,108211.50,1.026,106956.92,122405.25,1.144
ndes,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",105438.00,105677.00,1.002,106956.92,111528.92,1.043
ndes,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",105438.00,201553.50,1.912,106956.92,192470.83,1.800
ndes,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",105438.00,106284.50,1.008,106956.92,110235.75,1.031
ndes,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",105438.00,108138.00,1.026,106956.92,113120.50,1.058
ndes,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",105438.00,105558.50,1.001,106956.92,111071.75,1.038
ndes,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",105438.00,105190.50,0.998,106956.92,107594.33,1.006
ndes,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",105438.00,107814.00,1.023,106956.92,127131.92,1.189
ndes,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",105438.00,276819.50,2.625,106956.92,261160.17,2.442
ndes,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",105438.00,105244.50,0.998,106956.92,110876.17,1.037
susan,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",79012187.50,79950320.50,1.012,79020272.92,79939853.42,1.012
susan,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",79012187.50,79099219.00,1.001,79020272.92,79097325.25,1.001
susan,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",79012187.50,79073271.50,1.001,79020272.92,79100356.25,1.001
susan,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",79012187.50,79740750.00,1.009,79020272.92,79882500.42,1.011
susan,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",79012187.50,79008811.50,1.000,79020272.92,79004108.17,1.000
susan,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",79012187.50,79276368.00,1.003,79020272.92,79275598.75,1.003
susan,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",79012187.50,79137031.00,1.002,79020272.92,79128099.67,1.001
susan,H16_CACHE_MEM_BUS,"CACHE MEM BUS",79012187.50,79087220.00,1.001,79020272.92,79220317.08,1.003
susan,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",79012187.50,79074605.00,1.001,79020272.92,79078809.83,1.001
susan,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",79012187.50,79252970.50,1.003,79020272.92,79221445.08,1.003
susan,H4_TUNED_KILLER,"CACHE BUS MEM",79012187.50,79475249.50,1.006,79020272.92,79417112.67,1.005
susan,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",79012187.50,79197161.50,1.002,79020272.92,79221855.08,1.003
susan,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",79012187.50,79749729.00,1.009,79020272.92,79789905.00,1.010
susan,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",79012187.50,79459220.00,1.006,79020272.92,79419987.33,1.005
susan,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",79012187.50,79178522.00,1.002,79020272.92,79193948.75,1.002
susan,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",79012187.50,79284556.00,1.003,79020272.92,79272014.33,1.003
susan,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",79012187.50,79254458.00,1.003,79020272.92,79286190.58,1.003
susan,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",79012187.50,79444768.50,1.005,79020272.92,79491439.08,1.006
susan,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",79012187.50,79455091.50,1.006,79020272.92,79466339.75,1.006
susan,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",79012187.50,79075970.00,1.001,79020272.92,79075408.08,1.001
h264_dec,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",522534.50,533515.00,1.021,527500.33,547065.92,1.037
h264_dec,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",522534.50,545985.50,1.045,527500.33,547424.42,1.038
h264_dec,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",522534.50,523577.00,1.002,527500.33,533524.17,1.011
h264_dec,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",522534.50,538993.00,1.031,527500.33,553240.67,1.049
h264_dec,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",522534.50,529375.00,1.013,527500.33,533557.42,1.011
h264_dec,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",522534.50,547757.00,1.048,527500.33,552688.00,1.048
h264_dec,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",522534.50,538433.50,1.030,527500.33,544317.58,1.032
h264_dec,H16_CACHE_MEM_BUS,"CACHE MEM BUS",522534.50,530999.50,1.016,527500.33,547698.83,1.038
