[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=CACHE  cpu2=CACHE  cpu3=CACHE
[sample=0] cpu=0 bench=fir2dim cycles=22114 instructions=10140 cache-misses=16
[sample=85] cpu=0 bench=fir2dim cycles=13375 instructions=10111 cache-misses=7
[sample=86] cpu=0 bench=fir2dim cycles=13360 instructions=10114 cache-misses=10
[sample=87] cpu=0 bench=fir2dim cycles=13289 instructions=10114 cache-misses=10
[sample=88] cpu=0 bench=fir2dim cycles=13419 instructions=10109 cache-misses=9
[sample=89] cpu=0 bench=fir2dim cycles=13402 instructions=10108 cache-misses=11
[sample=90] cpu=0 bench=fir2dim cycles=13398 instructions=10117 cache-misses=10
[sample=91] cpu=0 bench=fir2dim cycles=13310 instructions=10113 cache-misses=11
[sample=92] cpu=0 bench=fir2dim cycles=13310 instructions=10116 cache-misses=9
[sample=93] cpu=0 bench=fir2dim cycles=13269 instructions=10109 cache-misses=11
[sample=94] cpu=0 bench=fir2dim cycles=13325 instructions=10110 cache-misses=10
[sample=95] cpu=0 bench=fir2dim cycles=13335 instructions=10116 cache-misses=10
[sample=96] cpu=0 bench=fir2dim cycles=13230 instructions=10114 cache-misses=8
[sample=97] cpu=0 bench=fir2dim cycles=13299 instructions=10112 cache-misses=10
[sample=98] cpu=0 bench=fir2dim cycles=13290 instructions=10111 cache-misses=9
[sample=99] cpu=0 bench=fir2dim cycles=13339 instructions=10112 cache-misses=7

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       13145                22114             13462.98             13310.00
  instructions                 10104                10140             10111.27             10111.00
  cache-misses                     7                   16                 9.81                10.00
