[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=CACHE  cpu2=CACHE  cpu3=CACHE
[sample=0] cpu=0 bench=fir2dim cycles=23110 instructions=10129 cache-misses=20
[sample=24] cpu=0 bench=fir2dim cycles=12936 instructions=10103 cache-misses=3
[sample=25] cpu=0 bench=fir2dim cycles=12894 instructions=10104 cache-misses=3
[sample=26] cpu=0 bench=fir2dim cycles=12915 instructions=10102 cache-misses=5
[sample=27] cpu=0 bench=fir2dim cycles=12896 instructions=10105 cache-misses=2
[sample=28] cpu=0 bench=fir2dim cycles=12871 instructions=10102 cache-misses=2
[sample=29] cpu=0 bench=fir2dim cycles=12937 instructions=10103 cache-misses=2
[sample=30] cpu=0 bench=fir2dim cycles=12926 instructions=10107 cache-misses=3
[sample=31] cpu=0 bench=fir2dim cycles=12928 instructions=10102 cache-misses=2
[sample=32] cpu=0 bench=fir2dim cycles=12885 instructions=10100 cache-misses=3
[sample=33] cpu=0 bench=fir2dim cycles=12891 instructions=10103 cache-misses=2
[sample=34] cpu=0 bench=fir2dim cycles=12911 instructions=10104 cache-misses=1
[sample=35] cpu=0 bench=fir2dim cycles=12879 instructions=10100 cache-misses=2
[sample=36] cpu=0 bench=fir2dim cycles=12928 instructions=10105 cache-misses=3
[sample=37] cpu=0 bench=fir2dim cycles=12981 instructions=10108 cache-misses=3
[sample=38] cpu=0 bench=fir2dim cycles=12912 instructions=10105 cache-misses=5
[sample=39] cpu=0 bench=fir2dim cycles=15776 instructions=10104 cache-misses=16
[sample=40] cpu=0 bench=fir2dim cycles=13470 instructions=10103 cache-misses=6
[sample=41] cpu=0 bench=fir2dim cycles=12877 instructions=10103 cache-misses=2
[sample=42] cpu=0 bench=fir2dim cycles=12895 instructions=10101 cache-misses=2
[sample=43] cpu=0 bench=fir2dim cycles=12908 instructions=10102 cache-misses=3
[sample=44] cpu=0 bench=fir2dim cycles=12936 instructions=10103 cache-misses=4
[sample=45] cpu=0 bench=fir2dim cycles=12938 instructions=10104 cache-misses=2
[sample=46] cpu=0 bench=fir2dim cycles=12956 instructions=10106 cache-misses=0
[sample=47] cpu=0 bench=fir2dim cycles=12948 instructions=10104 cache-misses=2
[sample=48] cpu=0 bench=fir2dim cycles=12902 instructions=10104 cache-misses=1
[sample=49] cpu=0 bench=fir2dim cycles=12946 instructions=10105 cache-misses=2
[sample=50] cpu=0 bench=fir2dim cycles=13151 instructions=10113 cache-misses=10
[sample=51] cpu=0 bench=fir2dim cycles=13016 instructions=10106 cache-misses=6
[sample=52] cpu=0 bench=fir2dim cycles=13001 instructions=10102 cache-misses=4
[sample=53] cpu=0 bench=fir2dim cycles=12996 instructions=10104 cache-misses=3
[sample=54] cpu=0 bench=fir2dim cycles=12925 instructions=10104 cache-misses=3
[sample=55] cpu=0 bench=fir2dim cycles=12941 instructions=10102 cache-misses=2
[sample=56] cpu=0 bench=fir2dim cycles=12963 instructions=10108 cache-misses=1
[sample=57] cpu=0 bench=fir2dim cycles=12906 instructions=10104 cache-misses=1
[sample=58] cpu=0 bench=fir2dim cycles=12915 instructions=10103 cache-misses=3
[sample=59] cpu=0 bench=fir2dim cycles=12893 instructions=10102 cache-misses=1
[sample=60] cpu=0 bench=fir2dim cycles=12923 instructions=10100 cache-misses=4
[sample=61] cpu=0 bench=fir2dim cycles=13050 instructions=10102 cache-misses=12
[sample=62] cpu=0 bench=fir2dim cycles=13044 instructions=10108 cache-misses=5
[sample=63] cpu=0 bench=fir2dim cycles=13006 instructions=10105 cache-misses=5
[sample=64] cpu=0 bench=fir2dim cycles=12900 instructions=10103 cache-misses=4
[sample=65] cpu=0 bench=fir2dim cycles=12937 instructions=10105 cache-misses=2
[sample=66] cpu=0 bench=fir2dim cycles=12899 instructions=10103 cache-misses=1
[sample=67] cpu=0 bench=fir2dim cycles=12879 instructions=10103 cache-misses=3
[sample=68] cpu=0 bench=fir2dim cycles=12893 instructions=10101 cache-misses=1
[sample=69] cpu=0 bench=fir2dim cycles=12844 instructions=10100 cache-misses=3
[sample=70] cpu=0 bench=fir2dim cycles=13023 instructions=10101 cache-misses=8
[sample=71] cpu=0 bench=fir2dim cycles=13018 instructions=10103 cache-misses=6
[sample=72] cpu=0 bench=fir2dim cycles=12936 instructions=10104 cache-misses=3
[sample=73] cpu=0 bench=fir2dim cycles=12875 instructions=10103 cache-misses=2
[sample=74] cpu=0 bench=fir2dim cycles=12986 instructions=10104 cache-misses=2
[sample=75] cpu=0 bench=fir2dim cycles=12918 instructions=10103 cache-misses=2
[sample=76] cpu=0 bench=fir2dim cycles=12864 instructions=10102 cache-misses=2
[sample=77] cpu=0 bench=fir2dim cycles=13040 instructions=10102 cache-misses=11
[sample=78] cpu=0 bench=fir2dim cycles=12983 instructions=10108 cache-misses=3
[sample=79] cpu=0 bench=fir2dim cycles=12945 instructions=10107 cache-misses=2
[sample=80] cpu=0 bench=fir2dim cycles=12924 instructions=10105 cache-misses=3
[sample=81] cpu=0 bench=fir2dim cycles=12967 instructions=10112 cache-misses=4
[sample=82] cpu=0 bench=fir2dim cycles=12858 instructions=10102 cache-misses=2
[sample=83] cpu=0 bench=fir2dim cycles=12936 instructions=10102 cache-misses=4
[sample=84] cpu=0 bench=fir2dim cycles=12944 instructions=10100 cache-misses=3
[sample=85] cpu=0 bench=fir2dim cycles=13050 instructions=10101 cache-misses=7
[sample=86] cpu=0 bench=fir2dim cycles=13069 instructions=10103 cache-misses=7
[sample=87] cpu=0 bench=fir2dim cycles=12947 instructions=10105 cache-misses=6
[sample=88] cpu=0 bench=fir2dim cycles=12936 instructions=10100 cache-misses=3
[sample=89] cpu=0 bench=fir2dim cycles=13390 instructions=10110 cache-misses=5
[sample=90] cpu=0 bench=fir2dim cycles=13089 instructions=10106 cache-misses=9
[sample=91] cpu=0 bench=fir2dim cycles=12964 instructions=10105 cache-misses=7
[sample=92] cpu=0 bench=fir2dim cycles=12924 instructions=10101 cache-misses=3
[sample=93] cpu=0 bench=fir2dim cycles=12950 instructions=10102 cache-misses=4
[sample=94] cpu=0 bench=fir2dim cycles=12926 instructions=10103 cache-misses=2
[sample=95] cpu=0 bench=fir2dim cycles=12937 instructions=10108 cache-misses=4
[sample=96] cpu=0 bench=fir2dim cycles=12945 instructions=10104 cache-misses=6
[sample=97] cpu=0 bench=fir2dim cycles=13060 instructions=10109 cache-misses=7
[sample=98] cpu=0 bench=fir2dim cycles=12938 instructions=10107 cache-misses=6
[sample=99] cpu=0 bench=fir2dim cycles=12955 instructions=10104 cache-misses=4

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       12844                23110             13106.18             12937.50
  instructions                 10100                10129             10104.24             10103.00
  cache-misses                     0                   20                 3.87                 3.00
