[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=iir (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS
[sample=0] cpu=0 bench=iir cycles=14971 instructions=2593 cache-misses=15
[sample=61] cpu=0 bench=iir cycles=3506 instructions=2588 cache-misses=9
[sample=62] cpu=0 bench=iir cycles=3560 instructions=2589 cache-misses=7
[sample=63] cpu=0 bench=iir cycles=3536 instructions=2588 cache-misses=8
[sample=64] cpu=0 bench=iir cycles=3543 instructions=2588 cache-misses=8
[sample=65] cpu=0 bench=iir cycles=3562 instructions=2588 cache-misses=8
[sample=66] cpu=0 bench=iir cycles=3522 instructions=2589 cache-misses=8
[sample=67] cpu=0 bench=iir cycles=3558 instructions=2588 cache-misses=8
[sample=68] cpu=0 bench=iir cycles=3512 instructions=2588 cache-misses=9
[sample=69] cpu=0 bench=iir cycles=3550 instructions=2588 cache-misses=9
[sample=70] cpu=0 bench=iir cycles=3554 instructions=2588 cache-misses=10
[sample=71] cpu=0 bench=iir cycles=3535 instructions=2588 cache-misses=7
[sample=72] cpu=0 bench=iir cycles=3504 instructions=2588 cache-misses=10
[sample=73] cpu=0 bench=iir cycles=3524 instructions=2588 cache-misses=9
[sample=74] cpu=0 bench=iir cycles=3526 instructions=2588 cache-misses=7
[sample=75] cpu=0 bench=iir cycles=3758 instructions=2588 cache-misses=10
[sample=76] cpu=0 bench=iir cycles=3547 instructions=2588 cache-misses=8
[sample=77] cpu=0 bench=iir cycles=3504 instructions=2588 cache-misses=6
[sample=78] cpu=0 bench=iir cycles=3530 instructions=2588 cache-misses=8
[sample=79] cpu=0 bench=iir cycles=3530 instructions=2589 cache-misses=8
[sample=80] cpu=0 bench=iir cycles=3534 instructions=2589 cache-misses=8
[sample=81] cpu=0 bench=iir cycles=3526 instructions=2589 cache-misses=8
[sample=82] cpu=0 bench=iir cycles=3542 instructions=2589 cache-misses=8
[sample=83] cpu=0 bench=iir cycles=3559 instructions=2589 cache-misses=9
[sample=84] cpu=0 bench=iir cycles=3543 instructions=2589 cache-misses=8
[sample=85] cpu=0 bench=iir cycles=3541 instructions=2589 cache-misses=9
[sample=86] cpu=0 bench=iir cycles=3562 instructions=2589 cache-misses=9
[sample=87] cpu=0 bench=iir cycles=3529 instructions=2589 cache-misses=10
[sample=88] cpu=0 bench=iir cycles=3557 instructions=2589 cache-misses=8
[sample=89] cpu=0 bench=iir cycles=3529 instructions=2589 cache-misses=8
[sample=90] cpu=0 bench=iir cycles=3539 instructions=2588 cache-misses=10
[sample=91] cpu=0 bench=iir cycles=3533 instructions=2588 cache-misses=9
[sample=92] cpu=0 bench=iir cycles=3530 instructions=2588 cache-misses=9
[sample=93] cpu=0 bench=iir cycles=11338 instructions=2589 cache-misses=12
[sample=94] cpu=0 bench=iir cycles=8894 instructions=2589 cache-misses=9
[sample=95] cpu=0 bench=iir cycles=3579 instructions=2589 cache-misses=11
[sample=96] cpu=0 bench=iir cycles=3550 instructions=2589 cache-misses=10
[sample=97] cpu=0 bench=iir cycles=3563 instructions=2589 cache-misses=9
[sample=98] cpu=0 bench=iir cycles=3581 instructions=2589 cache-misses=9
[sample=99] cpu=0 bench=iir cycles=3559 instructions=2589 cache-misses=9

# Statistics over 100 samples on cpu0 bench=iir (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                        3489                14971              3837.18              3541.00
  instructions                  2588                 2593              2588.45              2588.00
  cache-misses                     6                   15                 8.75                 9.00
