t_s,victim,c_obs,rampart_full,ratio,violation
14062.21,test3,881890134.0,877025267.452,1.0055,True
14062.58,jfdctint,22963.5,25117.031,0.9143,False
14062.98,fac,5275.0,2439.197,2.1626,True
14063.37,fir2dim,15101.0,14991.022,1.0073,True
14063.78,fmref,750545.5,727400.933,1.0318,True
14064.15,cosf,42068.5,59951.826,0.7017,False
14076.78,test3,877833659.0,877025267.452,1.0009,True
14077.15,jfdctint,29070.5,25117.031,1.1574,True
14077.52,fac,5588.0,2439.197,2.2909,True
14077.88,fir2dim,30597.0,14991.022,2.041,True
14078.26,fmref,737995.0,727400.933,1.0146,True
14078.63,cosf,32465.0,59951.826,0.5415,False
14091.05,test3,872382191.5,877025267.452,0.9947,False
14091.41,jfdctint,25578.0,25117.031,1.0184,True
14091.77,fac,1539.5,2439.197,0.6312,False
14092.13,fir2dim,43712.0,14991.022,2.9159,True
14092.52,fmref,731662.5,727400.933,1.0059,True
14093.0,cosf,49617.5,59951.826,0.8276,False
14106.52,test3,876805426.5,877025267.452,0.9997,False
14106.9,jfdctint,25098.0,25117.031,0.9992,False
14107.26,fac,6607.5,2439.197,2.7089,True
14107.62,fir2dim,39007.0,14991.022,2.602,True
14108.03,fmref,751219.0,727400.933,1.0327,True
14108.41,cosf,55254.0,59951.826,0.9216,False
14120.8,test3,878646234.0,877025267.452,1.0018,True
14121.16,jfdctint,26737.5,25117.031,1.0645,True
14121.52,fac,1261.5,2439.197,0.5172,False
14121.88,fir2dim,28589.5,14991.022,1.9071,True
14122.27,fmref,748353.5,727400.933,1.0288,True
14122.64,cosf,32416.5,59951.826,0.5407,False
14134.76,test3,872074435.5,877025267.452,0.9944,False
14135.16,jfdctint,39157.5,25117.031,1.559,True
14135.51,fac,931.5,2439.197,0.3819,False
14135.9,fir2dim,46615.0,14991.022,3.1095,True
14136.29,fmref,737222.0,727400.933,1.0135,True
14136.66,cosf,51662.5,59951.826,0.8617,False
14149.74,test3,883994997.5,877025267.452,1.0079,True
14150.1,jfdctint,9913.0,25117.031,0.3947,False
14150.47,fac,1275.5,2439.197,0.5229,False
14150.83,fir2dim,16203.5,14991.022,1.0809,True
14151.21,fmref,738956.5,727400.933,1.0159,True
14151.57,cosf,60906.5,59951.826,1.0159,True
14164.11,test3,878256783.5,877025267.452,1.0014,True
14164.47,jfdctint,9485.0,25117.031,0.3776,False
14164.83,fac,7634.0,2439.197,3.1297,True
14165.2,fir2dim,14931.5,14991.022,0.996,False
14165.6,fmref,768009.0,727400.933,1.0558,True
14165.96,cosf,48208.0,59951.826,0.8041,False
14178.54,test3,879453693.0,877025267.452,1.0028,True
14178.9,jfdctint,23784.5,25117.031,0.9469,False
14179.27,fac,3870.5,2439.197,1.5868,True
14179.62,fir2dim,25016.5,14991.022,1.6688,True
14180.01,fmref,738414.5,727400.933,1.0151,True
14180.37,cosf,54037.0,59951.826,0.9013,False
14193.38,test3,878813160.0,877025267.452,1.002,True
14193.75,jfdctint,22939.0,25117.031,0.9133,False
14194.12,fac,3182.5,2439.197,1.3047,True
14194.48,fir2dim,16899.5,14991.022,1.1273,True
14194.89,fmref,741129.5,727400.933,1.0189,True
14195.25,cosf,50935.5,59951.826,0.8496,False
14207.52,test3,871325802.5,877025267.452,0.9935,False
14207.88,jfdctint,38335.0,25117.031,1.5263,True
14208.24,fac,6844.0,2439.197,2.8058,True
14208.6,fir2dim,21346.0,14991.022,1.4239,True
14209.01,fmref,747017.5,727400.933,1.027,True
14209.37,cosf,52979.0,59951.826,0.8837,False
14222.52,test3,876272286.5,877025267.452,0.9991,False
14222.88,jfdctint,28687.5,25117.031,1.1422,True
14223.25,fac,1690.5,2439.197,0.6931,False
14223.61,fir2dim,30954.0,14991.022,2.0648,True
14223.98,fmref,746271.5,727400.933,1.0259,True
14224.35,cosf,34140.0,59951.826,0.5695,False
14236.73,test3,878034031.0,877025267.452,1.0012,True
14237.08,jfdctint,22499.5,25117.031,0.8958,False
14237.44,fac,922.0,2439.197,0.378,False
14237.8,fir2dim,31653.0,14991.022,2.1115,True
14238.18,fmref,741476.5,727400.933,1.0194,True
14238.54,cosf,51942.5,59951.826,0.8664,False
14250.9,test3,880440402.5,877025267.452,1.0039,True
14251.26,jfdctint,38772.5,25117.031,1.5437,True
14251.63,fac,1595.5,2439.197,0.6541,False
14251.99,fir2dim,45402.0,14991.022,3.0286,True
14252.37,fmref,734233.0,727400.933,1.0094,True
14252.75,cosf,50699.5,59951.826,0.8457,False
14265.89,test3,879933238.5,877025267.452,1.0033,True
14266.28,jfdctint,41089.5,25117.031,1.6359,True
14266.64,fac,5003.0,2439.197,2.0511,True
14267.03,fir2dim,30905.0,14991.022,2.0616,True
14267.43,fmref,740582.0,727400.933,1.0181,True
14267.83,cosf,51430.0,59951.826,0.8579,False
14280.79,test3,876533057.0,877025267.452,0.9994,False
14281.16,jfdctint,12419.5,25117.031,0.4945,False
14281.52,fac,705.0,2439.197,0.289,False
14281.98,fir2dim,12817.0,14991.022,0.855,False
14283.18,fmref,736300.5,727400.933,1.0122,True
14283.57,cosf,54210.0,59951.826,0.9042,False
14295.93,test3,874326661.0,877025267.452,0.9969,False
14296.32,jfdctint,25391.0,25117.031,1.0109,True
14296.68,fac,2839.5,2439.197,1.1641,True
14297.05,fir2dim,32606.5,14991.022,2.1751,True
14297.43,fmref,740422.0,727400.933,1.0179,True
14297.83,cosf,81508.0,59951.826,1.3596,True
14310.18,test3,876516547.0,877025267.452,0.9994,False
14310.53,jfdctint,28651.0,25117.031,1.1407,True
14310.93,fac,6517.0,2439.197,2.6718,True
14311.29,fir2dim,43374.0,14991.022,2.8933,True
14311.68,fmref,758113.5,727400.933,1.0422,True
14312.04,cosf,55955.0,59951.826,0.9333,False
14324.22,test3,875064756.5,877025267.452,0.9978,False
14324.6,jfdctint,38588.5,25117.031,1.5363,True
14324.96,fac,5463.5,2439.197,2.2399,True
14325.33,fir2dim,32327.5,14991.022,2.1565,True
14325.71,fmref,751369.0,727400.933,1.033,True
14326.09,cosf,62967.5,59951.826,1.0503,True
14338.19,test3,872036154.0,877025267.452,0.9943,False
14338.55,jfdctint,25011.5,25117.031,0.9958,False
14338.93,fac,6827.0,2439.197,2.7989,True
14339.34,fir2dim,30788.5,14991.022,2.0538,True
14339.74,fmref,748508.0,727400.933,1.029,True
14340.1,cosf,32486.5,59951.826,0.5419,False
14353.6,test3,877962755.0,877025267.452,1.0011,True
14354.0,jfdctint,30601.0,25117.031,1.2183,True
14354.38,fac,5326.5,2439.197,2.1837,True
14354.77,fir2dim,31887.5,14991.022,2.1271,True
14355.16,fmref,763620.5,727400.933,1.0498,True
14355.53,cosf,36758.5,59951.826,0.6131,False
14368.06,test3,888794813.5,877025267.452,1.0134,True
14368.42,jfdctint,25633.5,25117.031,1.0206,True
14368.78,fac,1532.5,2439.197,0.6283,False
14369.14,fir2dim,15242.5,14991.022,1.0168,True
14369.52,fmref,746312.0,727400.933,1.026,True
14369.89,cosf,32789.0,59951.826,0.5469,False
14382.24,test3,876793342.0,877025267.452,0.9997,False
14382.6,jfdctint,26732.5,25117.031,1.0643,True
14382.96,fac,1807.5,2439.197,0.741,False
14383.32,fir2dim,28581.0,14991.022,1.9065,True
14383.72,fmref,735207.5,727400.933,1.0107,True
14384.08,cosf,51929.5,59951.826,0.8662,False
14396.43,test3,871222157.0,877025267.452,0.9934,False
14396.8,jfdctint,40294.5,25117.031,1.6043,True
14397.15,fac,1104.5,2439.197,0.4528,False
14397.52,fir2dim,14291.5,14991.022,0.9533,False
14397.94,fmref,735458.5,727400.933,1.0111,True
14398.3,cosf,35155.0,59951.826,0.5864,False
14411.46,test3,877925719.0,877025267.452,1.001,True
14411.83,jfdctint,27945.0,25117.031,1.1126,True
14412.19,fac,6607.0,2439.197,2.7087,True
14412.55,fir2dim,16656.0,14991.022,1.1111,True
14412.94,fmref,755493.5,727400.933,1.0386,True
14413.31,cosf,56454.5,59951.826,0.9417,False
14425.85,test3,872584376.0,877025267.452,0.9949,False
14426.25,jfdctint,26086.0,25117.031,1.0386,True
14426.62,fac,4642.5,2439.197,1.9033,True
14427.04,fir2dim,29436.0,14991.022,1.9636,True
14427.43,fmref,740045.5,727400.933,1.0174,True
14427.8,cosf,40343.0,59951.826,0.6729,False
14440.7,test3,879873650.0,877025267.452,1.0032,True
14441.07,jfdctint,12824.5,25117.031,0.5106,False
14441.43,fac,957.5,2439.197,0.3925,False
14441.79,fir2dim,29777.5,14991.022,1.9864,True
14442.18,fmref,736104.0,727400.933,1.012,True
14442.54,cosf,57838.5,59951.826,0.9647,False
14454.93,test3,878115348.0,877025267.452,1.0012,True
14455.29,jfdctint,27687.0,25117.031,1.1023,True
14455.65,fac,6232.0,2439.197,2.5549,True
14456.05,fir2dim,27515.0,14991.022,1.8354,True
14456.44,fmref,735016.5,727400.933,1.0105,True
14456.8,cosf,35925.5,59951.826,0.5992,False
14469.89,test3,876941865.0,877025267.452,0.9999,False
14470.27,jfdctint,9768.5,25117.031,0.3889,False
14470.64,fac,6569.5,2439.197,2.6933,True
14471.05,fir2dim,16679.0,14991.022,1.1126,True
14472.18,fmref,755769.0,727400.933,1.039,True
14472.55,cosf,45229.5,59951.826,0.7544,False
14485.03,test3,881928189.5,877025267.452,1.0056,True
14485.39,jfdctint,28223.0,25117.031,1.1237,True
14485.75,fac,7096.0,2439.197,2.9092,True
14486.12,fir2dim,18431.0,14991.022,1.2295,True
14486.51,fmref,732782.0,727400.933,1.0074,True
14486.87,cosf,50556.0,59951.826,0.8433,False
14499.23,test3,876377734.0,877025267.452,0.9993,False
14499.59,jfdctint,9227.5,25117.031,0.3674,False
14499.96,fac,1314.0,2439.197,0.5387,False
14500.31,fir2dim,26689.0,14991.022,1.7803,True
14500.72,fmref,743175.0,727400.933,1.0217,True
14501.12,cosf,48983.5,59951.826,0.817,False
14513.47,test3,876553471.5,877025267.452,0.9995,False
14513.84,jfdctint,11345.5,25117.031,0.4517,False
14514.22,fac,4127.5,2439.197,1.6922,True
14514.58,fir2dim,19649.5,14991.022,1.3108,True
14514.98,fmref,741778.0,727400.933,1.0198,True
14515.37,cosf,53988.5,59951.826,0.9005,False
14528.01,test3,874138198.0,877025267.452,0.9967,False
14528.38,jfdctint,8410.0,25117.031,0.3348,False
14528.74,fac,1097.5,2439.197,0.4499,False
14529.1,fir2dim,28598.5,14991.022,1.9077,True
14529.51,fmref,746573.0,727400.933,1.0264,True
14529.87,cosf,46730.0,59951.826,0.7795,False
14543.83,test3,879527831.0,877025267.452,1.0029,True
14544.23,jfdctint,33441.5,25117.031,1.3314,True
14544.59,fac,5443.5,2439.197,2.2317,True
14545.0,fir2dim,47683.5,14991.022,3.1808,True
14545.39,fmref,759498.0,727400.933,1.0441,True
14545.78,cosf,65540.5,59951.826,1.0932,True
14558.96,test3,879137241.0,877025267.452,1.0024,True
14559.32,jfdctint,23990.5,25117.031,0.9551,False
14559.68,fac,7448.5,2439.197,3.0537,True
14560.04,fir2dim,13924.5,14991.022,0.9289,False
14560.44,fmref,748427.5,727400.933,1.0289,True
14560.8,cosf,50243.5,59951.826,0.8381,False
14573.28,test3,886978854.0,877025267.452,1.0113,True
14573.65,jfdctint,10551.0,25117.031,0.4201,False
14574.0,fac,4249.5,2439.197,1.7422,True
14574.36,fir2dim,19024.0,14991.022,1.269,True
14574.76,fmref,743255.5,727400.933,1.0218,True
14575.12,cosf,45780.0,59951.826,0.7636,False
14587.44,test3,873688541.5,877025267.452,0.9962,False
14587.81,jfdctint,14078.0,25117.031,0.5605,False
14588.19,fac,7226.0,2439.197,2.9625,True
14588.58,fir2dim,33171.0,14991.022,2.2127,True
14588.96,fmref,736272.0,727400.933,1.0122,True
14589.35,cosf,53602.5,59951.826,0.8941,False
14602.66,test3,878738586.0,877025267.452,1.002,True
14603.02,jfdctint,8487.0,25117.031,0.3379,False
14603.38,fac,6823.0,2439.197,2.7972,True
14603.75,fir2dim,35002.5,14991.022,2.3349,True
14604.13,fmref,743566.0,727400.933,1.0222,True
14604.49,cosf,35552.0,59951.826,0.593,False
14616.84,test3,879650587.0,877025267.452,1.003,True
14617.21,jfdctint,18220.0,25117.031,0.7254,False
14617.58,fac,7672.0,2439.197,3.1453,True
14617.94,fir2dim,30938.5,14991.022,2.0638,True
14618.33,fmref,761285.5,727400.933,1.0466,True
14618.7,cosf,31881.0,59951.826,0.5318,False
14631.0,test3,874861008.5,877025267.452,0.9975,False
14631.37,jfdctint,22952.0,25117.031,0.9138,False
14631.72,fac,7597.5,2439.197,3.1148,True
14632.09,fir2dim,39080.5,14991.022,2.6069,True
14632.48,fmref,730103.0,727400.933,1.0037,True
14632.86,cosf,47256.5,59951.826,0.7882,False
14645.82,test3,873234537.5,877025267.452,0.9957,False
14646.18,jfdctint,16444.0,25117.031,0.6547,False
14646.54,fac,5260.5,2439.197,2.1567,True
14646.91,fir2dim,30751.5,14991.022,2.0513,True
14647.3,fmref,742395.0,727400.933,1.0206,True
14647.67,cosf,33565.5,59951.826,0.5599,False
14659.98,test3,875277554.0,877025267.452,0.998,False
14661.18,jfdctint,30254.5,25117.031,1.2045,True
14661.55,fac,955.5,2439.197,0.3917,False
14661.92,fir2dim,14127.5,14991.022,0.9424,False
14662.42,fmref,709681.0,727400.933,0.9756,False
14662.79,cosf,33664.5,59951.826,0.5615,False
14675.05,test3,865368816.0,877025267.452,0.9867,False
14675.42,jfdctint,19530.0,25117.031,0.7776,False
14675.78,fac,1104.0,2439.197,0.4526,False
14676.15,fir2dim,23098.5,14991.022,1.5408,True
14676.54,fmref,742422.0,727400.933,1.0207,True
14676.9,cosf,32302.5,59951.826,0.5388,False
14689.96,test3,875687881.5,877025267.452,0.9985,False
14690.33,jfdctint,23284.0,25117.031,0.927,False
14690.69,fac,7013.0,2439.197,2.8751,True
14691.05,fir2dim,17001.0,14991.022,1.1341,True
14691.44,fmref,737423.5,727400.933,1.0138,True
14691.8,cosf,54166.0,59951.826,0.9035,False
14704.11,test3,878375138.5,877025267.452,1.0015,True
14704.47,jfdctint,22258.5,25117.031,0.8862,False
14704.83,fac,9158.5,2439.197,3.7547,True
14705.19,fir2dim,13716.5,14991.022,0.915,False
14705.59,fmref,747822.5,727400.933,1.0281,True
14705.94,cosf,56559.5,59951.826,0.9434,False
14718.13,test3,872668445.0,877025267.452,0.995,False
14718.49,jfdctint,10240.0,25117.031,0.4077,False
14718.88,fac,7345.0,2439.197,3.0112,True
14719.28,fir2dim,39358.0,14991.022,2.6254,True
14719.67,fmref,738448.5,727400.933,1.0152,True
14720.04,cosf,39630.5,59951.826,0.661,False
14733.63,test3,879016340.5,877025267.452,1.0023,True
14734.0,jfdctint,8397.5,25117.031,0.3343,False
14734.38,fac,689.5,2439.197,0.2827,False
14734.74,fir2dim,23581.5,14991.022,1.573,True
14735.14,fmref,746582.5,727400.933,1.0264,True
14735.5,cosf,39632.5,59951.826,0.6611,False
14748.92,test3,880000025.5,877025267.452,1.0034,True
14749.31,jfdctint,25619.0,25117.031,1.02,True
14749.67,fac,6499.0,2439.197,2.6644,True
14750.03,fir2dim,17595.5,14991.022,1.1737,True
14750.42,fmref,738719.5,727400.933,1.0156,True
14750.8,cosf,64130.5,59951.826,1.0697,True
14763.18,test3,877851735.5,877025267.452,1.0009,True
14763.54,jfdctint,23358.5,25117.031,0.93,False
14763.94,fac,13314.0,2439.197,5.4584,True
14764.33,fir2dim,28301.5,14991.022,1.8879,True
14764.71,fmref,730943.5,727400.933,1.0049,True
14765.08,cosf,54412.0,59951.826,0.9076,False
14777.59,test3,882052897.5,877025267.452,1.0057,True
14777.95,jfdctint,35736.0,25117.031,1.4228,True
14778.31,fac,6205.0,2439.197,2.5439,True
14778.68,fir2dim,14826.0,14991.022,0.989,False
14779.06,fmref,748445.5,727400.933,1.0289,True
14779.44,cosf,62307.0,59951.826,1.0393,True
14792.06,test3,881280258.5,877025267.452,1.0049,True
14792.42,jfdctint,9393.0,25117.031,0.374,False
14792.8,fac,9936.0,2439.197,4.0735,True
14793.16,fir2dim,27596.0,14991.022,1.8408,True
14793.55,fmref,741308.0,727400.933,1.0191,True
14793.93,cosf,51084.5,59951.826,0.8521,False
14806.48,test3,876940925.0,877025267.452,0.9999,False
14806.84,jfdctint,41038.0,25117.031,1.6339,True
14807.19,fac,5413.5,2439.197,2.2194,True
14807.56,fir2dim,15069.5,14991.022,1.0052,True
14807.94,fmref,737060.5,727400.933,1.0133,True
14808.3,cosf,49311.0,59951.826,0.8225,False
14820.84,test3,880674042.0,877025267.452,1.0042,True
14821.24,jfdctint,46314.5,25117.031,1.8439,True
14821.6,fac,1466.5,2439.197,0.6012,False
14822.0,fir2dim,44067.0,14991.022,2.9396,True
14822.39,fmref,735857.0,727400.933,1.0116,True
14822.78,cosf,50035.0,59951.826,0.8346,False
14835.15,test3,874257184.5,877025267.452,0.9968,False
14835.51,jfdctint,16384.5,25117.031,0.6523,False
14835.88,fac,2647.5,2439.197,1.0854,True
14836.25,fir2dim,15221.5,14991.022,1.0154,True
14836.63,fmref,752727.0,727400.933,1.0348,True
14836.99,cosf,32037.5,59951.826,0.5344,False
14849.77,test3,875955475.0,877025267.452,0.9988,False
14850.21,jfdctint,10520.0,25117.031,0.4188,False
14850.61,fac,5199.5,2439.197,2.1316,True
14851.01,fir2dim,28642.0,14991.022,1.9106,True
14851.43,fmref,703820.5,727400.933,0.9676,False
14851.8,cosf,51601.0,59951.826,0.8607,False
14864.61,test3,875469531.0,877025267.452,0.9982,False
14864.99,jfdctint,28935.0,25117.031,1.152,True
14865.35,fac,924.0,2439.197,0.3788,False
14865.72,fir2dim,27848.5,14991.022,1.8577,True
14866.1,fmref,749264.0,727400.933,1.0301,True
14866.46,cosf,40898.0,59951.826,0.6822,False
14878.77,test3,883854765.0,877025267.452,1.0078,True
14879.13,jfdctint,22138.0,25117.031,0.8814,False
14879.48,fac,4172.5,2439.197,1.7106,True
14879.84,fir2dim,21210.5,14991.022,1.4149,True
14880.22,fmref,742200.5,727400.933,1.0203,True
14880.58,cosf,32379.0,59951.826,0.5401,False
14892.99,test3,876618446.5,877025267.452,0.9995,False
14893.35,jfdctint,23698.0,25117.031,0.9435,False
14893.72,fac,1081.0,2439.197,0.4432,False
14894.08,fir2dim,29834.5,14991.022,1.9902,True
14894.48,fmref,738692.0,727400.933,1.0155,True
14894.84,cosf,32614.0,59951.826,0.544,False
14907.24,test3,878907880.5,877025267.452,1.0021,True
14907.6,jfdctint,12156.0,25117.031,0.484,False
14907.96,fac,6883.5,2439.197,2.822,True
14908.33,fir2dim,41733.0,14991.022,2.7839,True
14908.72,fmref,757203.0,727400.933,1.041,True
14909.09,cosf,47538.5,59951.826,0.7929,False
14922.89,test3,880882886.5,877025267.452,1.0044,True
14923.25,jfdctint,26441.0,25117.031,1.0527,True
14923.62,fac,1166.0,2439.197,0.478,False
14923.99,fir2dim,14367.5,14991.022,0.9584,False
14924.4,fmref,738458.0,727400.933,1.0152,True
14924.76,cosf,35943.0,59951.826,0.5995,False
14937.65,test3,879920899.5,877025267.452,1.0033,True
14938.01,jfdctint,26231.0,25117.031,1.0444,True
14938.37,fac,6647.0,2439.197,2.7251,True
14938.74,fir2dim,32184.5,14991.022,2.1469,True
14939.13,fmref,746575.0,727400.933,1.0264,True
14939.5,cosf,49204.0,59951.826,0.8207,False
14952.36,test3,878539068.0,877025267.452,1.0017,True
14952.74,jfdctint,33606.0,25117.031,1.338,True
14953.11,fac,5969.5,2439.197,2.4473,True
14953.47,fir2dim,26502.0,14991.022,1.7679,True
14953.87,fmref,743601.5,727400.933,1.0223,True
14954.23,cosf,49365.5,59951.826,0.8234,False
14966.86,test3,893493147.0,877025267.452,1.0188,True
14967.22,jfdctint,26901.5,25117.031,1.071,True
14967.57,fac,4892.5,2439.197,2.0058,True
14967.95,fir2dim,23348.0,14991.022,1.5575,True
14968.34,fmref,736248.5,727400.933,1.0122,True
14968.71,cosf,35216.0,59951.826,0.5874,False
14982.11,test3,875185270.0,877025267.452,0.9979,False
14982.48,jfdctint,37052.5,25117.031,1.4752,True
14982.83,fac,7383.0,2439.197,3.0268,True
14983.2,fir2dim,18314.0,14991.022,1.2217,True
14983.58,fmref,739453.0,727400.933,1.0166,True
14983.94,cosf,53915.0,59951.826,0.8993,False
14996.29,test3,879506015.5,877025267.452,1.0028,True
14996.66,jfdctint,13845.0,25117.031,0.5512,False
14997.02,fac,5946.0,2439.197,2.4377,True
14997.39,fir2dim,19230.5,14991.022,1.2828,True
14997.78,fmref,744845.0,727400.933,1.024,True
14998.14,cosf,47219.5,59951.826,0.7876,False
15010.49,test3,879233964.0,877025267.452,1.0025,True
15010.84,jfdctint,23328.0,25117.031,0.9288,False
15011.21,fac,10920.5,2439.197,4.4771,True
15011.59,fir2dim,33063.0,14991.022,2.2055,True
15011.99,fmref,739889.0,727400.933,1.0172,True
15012.35,cosf,58796.5,59951.826,0.9807,False
15024.74,test3,882836173.5,877025267.452,1.0066,True
15025.1,jfdctint,9725.5,25117.031,0.3872,False
15025.46,fac,9459.0,2439.197,3.8779,True
15025.82,fir2dim,36897.5,14991.022,2.4613,True
15026.22,fmref,744318.5,727400.933,1.0233,True
15026.61,cosf,61544.5,59951.826,1.0266,True
15039.88,test3,876672981.0,877025267.452,0.9996,False
15040.24,jfdctint,8410.0,25117.031,0.3348,False
15040.64,fac,7540.5,2439.197,3.0914,True
15041.02,fir2dim,35824.0,14991.022,2.3897,True
15041.44,fmref,742026.5,727400.933,1.0201,True
15041.8,cosf,50345.5,59951.826,0.8398,False
15054.26,test3,879748537.5,877025267.452,1.0031,True
15054.62,jfdctint,23460.5,25117.031,0.934,False
15055.0,fac,10581.0,2439.197,4.3379,True
15055.38,fir2dim,14339.0,14991.022,0.9565,False
15055.79,fmref,758605.5,727400.933,1.0429,True
15056.15,cosf,32300.5,59951.826,0.5388,False
15068.68,test3,874994912.0,877025267.452,0.9977,False
15069.04,jfdctint,9391.0,25117.031,0.3739,False
15069.41,fac,1577.5,2439.197,0.6467,False
15069.77,fir2dim,13911.5,14991.022,0.928,False
15070.16,fmref,735977.0,727400.933,1.0118,True
15070.53,cosf,56067.5,59951.826,0.9352,False
15082.94,test3,885794828.0,877025267.452,1.01,True
15083.31,jfdctint,8705.0,25117.031,0.3466,False
15083.67,fac,6171.0,2439.197,2.5299,True
15084.03,fir2dim,20592.5,14991.022,1.3737,True
15084.44,fmref,757662.0,727400.933,1.0416,True
15084.8,cosf,33116.0,59951.826,0.5524,False
15097.1,test3,875149012.5,877025267.452,0.9979,False
15097.47,jfdctint,9446.5,25117.031,0.3761,False
15097.83,fac,1028.0,2439.197,0.4215,False
15098.19,fir2dim,14387.0,14991.022,0.9597,False
15098.59,fmref,745247.0,727400.933,1.0245,True
15098.95,cosf,32080.0,59951.826,0.5351,False
15112.92,test3,881584237.5,877025267.452,1.0052,True
15113.39,jfdctint,8630.0,25117.031,0.3436,False
15114.07,fac,1181.5,2439.197,0.4844,False
15114.44,fir2dim,28573.5,14991.022,1.906,True
15114.85,fmref,729142.0,727400.933,1.0024,True
15115.25,cosf,53570.0,59951.826,0.8936,False
15128.52,test3,878748405.5,877025267.452,1.002,True
15128.91,jfdctint,26685.5,25117.031,1.0624,True
15129.27,fac,5579.5,2439.197,2.2874,True
15129.66,fir2dim,31588.5,14991.022,2.1072,True
15130.08,fmref,735500.5,727400.933,1.0111,True
15130.45,cosf,78073.5,59951.826,1.3023,True
15142.68,test3,879648147.5,877025267.452,1.003,True
15143.08,jfdctint,29714.0,25117.031,1.183,True
15143.44,fac,4578.0,2439.197,1.8768,True
15143.8,fir2dim,16153.0,14991.022,1.0775,True
15144.19,fmref,750829.0,727400.933,1.0322,True
15144.56,cosf,33007.5,59951.826,0.5506,False
15156.96,test3,878407703.0,877025267.452,1.0016,True
15157.33,jfdctint,25173.0,25117.031,1.0022,True
15157.68,fac,5353.5,2439.197,2.1948,True
15158.05,fir2dim,19110.5,14991.022,1.2748,True
15158.44,fmref,743684.0,727400.933,1.0224,True
15158.85,cosf,46288.0,59951.826,0.7721,False
15172.15,test3,878784792.0,877025267.452,1.002,True
15172.51,jfdctint,24849.5,25117.031,0.9893,False
15172.86,fac,4460.0,2439.197,1.8285,True
15173.22,fir2dim,17863.0,14991.022,1.1916,True
15173.62,fmref,737916.0,727400.933,1.0145,True
15173.99,cosf,32062.5,59951.826,0.5348,False
15186.42,test3,878682904.5,877025267.452,1.0019,True
15186.78,jfdctint,27061.0,25117.031,1.0774,True
15187.16,fac,4645.0,2439.197,1.9043,True
15187.52,fir2dim,13672.0,14991.022,0.912,False
15187.9,fmref,733049.5,727400.933,1.0078,True
15188.26,cosf,48647.5,59951.826,0.8114,False
15200.5,test3,877607285.5,877025267.452,1.0007,True
15200.86,jfdctint,30362.0,25117.031,1.2088,True
15201.23,fac,1252.0,2439.197,0.5133,False
15201.59,fir2dim,33594.0,14991.022,2.2409,True
15201.98,fmref,732483.0,727400.933,1.007,True
15202.36,cosf,62155.0,59951.826,1.0367,True
15214.84,test3,881126509.5,877025267.452,1.0047,True
15215.2,jfdctint,11373.0,25117.031,0.4528,False
15215.56,fac,5653.0,2439.197,2.3176,True
15215.93,fir2dim,14584.5,14991.022,0.9729,False
15216.32,fmref,757678.5,727400.933,1.0416,True
15216.67,cosf,51833.0,59951.826,0.8646,False
15229.95,test3,880101346.5,877025267.452,1.0035,True
15230.31,jfdctint,32095.5,25117.031,1.2778,True
15230.67,fac,1339.0,2439.197,0.549,False
15231.04,fir2dim,28454.0,14991.022,1.8981,True
15231.44,fmref,745152.5,727400.933,1.0244,True
15231.8,cosf,32706.0,59951.826,0.5455,False
15244.62,test3,878929256.0,877025267.452,1.0022,True
15244.99,jfdctint,36812.5,25117.031,1.4656,True
15245.36,fac,1330.0,2439.197,0.5453,False
15245.72,fir2dim,29159.0,14991.022,1.9451,True
15246.11,fmref,741518.0,727400.933,1.0194,True
15246.47,cosf,34349.5,59951.826,0.573,False
15259.24,test3,883093461.5,877025267.452,1.0069,True
15259.6,jfdctint,23866.5,25117.031,0.9502,False
15259.99,fac,7948.5,2439.197,3.2587,True
15260.36,fir2dim,19932.0,14991.022,1.3296,True
15260.75,fmref,744300.5,727400.933,1.0232,True
15261.11,cosf,36382.5,59951.826,0.6069,False
15274.42,test3,884268348.5,877025267.452,1.0083,True
15274.78,jfdctint,16995.0,25117.031,0.6766,False
15275.14,fac,4296.5,2439.197,1.7614,True
15275.5,fir2dim,27031.0,14991.022,1.8031,True
15275.89,fmref,746469.0,727400.933,1.0262,True
15276.3,cosf,68999.5,59951.826,1.1509,True
15289.21,test3,881342281.0,877025267.452,1.0049,True
15289.59,jfdctint,26429.5,25117.031,1.0523,True
15290.04,fac,6260.0,2439.197,2.5664,True
15291.2,fir2dim,34081.0,14991.022,2.2734,True
15291.59,fmref,732699.0,727400.933,1.0073,True
15292.0,cosf,55311.5,59951.826,0.9226,False
15304.75,test3,894595123.5,877025267.452,1.02,True
15305.12,jfdctint,9641.5,25117.031,0.3839,False
15305.48,fac,4782.0,2439.197,1.9605,True
15305.84,fir2dim,32643.0,14991.022,2.1775,True
15306.22,fmref,747880.5,727400.933,1.0282,True
15306.58,cosf,51375.5,59951.826,0.8569,False
15319.2,test3,879628796.0,877025267.452,1.003,True
15319.57,jfdctint,9483.0,25117.031,0.3776,False
15319.94,fac,2196.0,2439.197,0.9003,False
15320.3,fir2dim,15168.5,14991.022,1.0118,True
15320.68,fmref,729678.0,727400.933,1.0031,True
15321.04,cosf,48256.0,59951.826,0.8049,False
15333.37,test3,878927579.0,877025267.452,1.0022,True
15333.73,jfdctint,9983.0,25117.031,0.3975,False
15334.1,fac,6471.0,2439.197,2.6529,True
15334.47,fir2dim,16889.5,14991.022,1.1266,True
