t_s,victim,c_obs,rampart_full,ratio,violation
7455.66,fir2dim,39057.0,14991.022,2.6054,True
7456.05,fmref,744423.5,727400.933,1.0234,True
7456.4,cosf,35462.5,59951.826,0.5915,False
7469.46,test3,889828143.5,877025267.452,1.0146,True
7469.85,jfdctint,26868.5,25117.031,1.0697,True
7470.22,fac,6166.5,2439.197,2.5281,True
7470.58,fir2dim,16383.0,14991.022,1.0929,True
7470.98,fmref,739923.0,727400.933,1.0172,True
7471.36,cosf,41279.0,59951.826,0.6885,False
7484.55,test3,889370103.0,877025267.452,1.0141,True
7484.91,jfdctint,24893.5,25117.031,0.9911,False
7485.26,fac,4432.0,2439.197,1.817,True
7485.65,fir2dim,45254.5,14991.022,3.0188,True
7486.05,fmref,739895.5,727400.933,1.0172,True
7486.41,cosf,52329.0,59951.826,0.8729,False
7499.1,test3,901099757.0,877025267.452,1.0275,True
7499.47,jfdctint,27358.5,25117.031,1.0892,True
7499.82,fac,969.5,2439.197,0.3975,False
7500.19,fir2dim,13993.5,14991.022,0.9335,False
7500.56,fmref,734288.5,727400.933,1.0095,True
7500.92,cosf,61895.5,59951.826,1.0324,True
7513.92,test3,929247058.0,877025267.452,1.0595,True
7514.29,jfdctint,24127.0,25117.031,0.9606,False
7514.65,fac,12071.0,2439.197,4.9488,True
7515.01,fir2dim,30477.5,14991.022,2.0331,True
7515.4,fmref,741723.0,727400.933,1.0197,True
7515.76,cosf,33735.0,59951.826,0.5627,False
7528.72,test3,928051687.5,877025267.452,1.0582,True
7529.09,jfdctint,11918.5,25117.031,0.4745,False
7529.44,fac,4219.0,2439.197,1.7297,True
7529.8,fir2dim,18907.0,14991.022,1.2612,True
7530.2,fmref,747795.5,727400.933,1.028,True
7530.55,cosf,49729.0,59951.826,0.8295,False
7543.98,test3,895584398.5,877025267.452,1.0212,True
7544.34,jfdctint,18282.0,25117.031,0.7279,False
7544.72,fac,968.0,2439.197,0.3969,False
7545.08,fir2dim,14823.0,14991.022,0.9888,False
7545.47,fmref,735097.5,727400.933,1.0106,True
7545.83,cosf,33913.0,59951.826,0.5657,False
7558.62,test3,893336184.5,877025267.452,1.0186,True
7558.98,jfdctint,12517.0,25117.031,0.4983,False
7559.34,fac,8076.0,2439.197,3.3109,True
7559.71,fir2dim,26932.5,14991.022,1.7966,True
7560.1,fmref,754789.0,727400.933,1.0377,True
7560.48,cosf,64761.5,59951.826,1.0802,True
7573.21,test3,884677895.0,877025267.452,1.0087,True
7573.59,jfdctint,38321.0,25117.031,1.5257,True
7573.97,fac,9652.5,2439.197,3.9572,True
7574.33,fir2dim,26816.5,14991.022,1.7888,True
7574.72,fmref,756583.0,727400.933,1.0401,True
7575.11,cosf,73318.0,59951.826,1.2229,True
7587.31,test3,882333533.0,877025267.452,1.0061,True
7587.69,jfdctint,45213.0,25117.031,1.8001,True
7588.05,fac,2239.0,2439.197,0.9179,False
7588.41,fir2dim,25679.5,14991.022,1.713,True
7588.82,fmref,746248.5,727400.933,1.0259,True
7589.18,cosf,48185.0,59951.826,0.8037,False
7602.23,test3,889692010.5,877025267.452,1.0144,True
7602.59,jfdctint,9121.0,25117.031,0.3631,False
7602.95,fac,1243.0,2439.197,0.5096,False
7603.32,fir2dim,25470.0,14991.022,1.699,True
7603.7,fmref,731757.0,727400.933,1.006,True
7604.07,cosf,49930.0,59951.826,0.8328,False
7618.41,test3,937086774.0,877025267.452,1.0685,True
7618.8,jfdctint,29475.5,25117.031,1.1735,True
7619.16,fac,1383.5,2439.197,0.5672,False
7619.56,fir2dim,31228.5,14991.022,2.0831,True
7619.95,fmref,735762.0,727400.933,1.0115,True
7620.31,cosf,31966.0,59951.826,0.5332,False
7633.55,test3,889053675.5,877025267.452,1.0137,True
7633.94,jfdctint,27527.0,25117.031,1.0959,True
7634.3,fac,6890.0,2439.197,2.8247,True
7634.68,fir2dim,25853.5,14991.022,1.7246,True
7635.06,fmref,737105.0,727400.933,1.0133,True
7635.43,cosf,32189.0,59951.826,0.5369,False
7649.42,test3,935314542.0,877025267.452,1.0665,True
7649.8,jfdctint,10827.5,25117.031,0.4311,False
7650.17,fac,1240.0,2439.197,0.5084,False
7650.54,fir2dim,13697.5,14991.022,0.9137,False
7650.94,fmref,743052.0,727400.933,1.0215,True
7651.3,cosf,45420.5,59951.826,0.7576,False
7664.06,test3,876801839.0,877025267.452,0.9997,False
7664.41,jfdctint,23722.0,25117.031,0.9445,False
7664.81,fac,10052.5,2439.197,4.1212,True
7665.17,fir2dim,28345.0,14991.022,1.8908,True
7665.55,fmref,734230.5,727400.933,1.0094,True
7665.92,cosf,32281.0,59951.826,0.5384,False
7679.21,test3,906217764.5,877025267.452,1.0333,True
7679.57,jfdctint,12016.5,25117.031,0.4784,False
7679.94,fac,903.0,2439.197,0.3702,False
7680.3,fir2dim,26710.0,14991.022,1.7817,True
7680.69,fmref,736493.5,727400.933,1.0125,True
7681.06,cosf,32427.0,59951.826,0.5409,False
7694.12,test3,885561415.5,877025267.452,1.0097,True
7694.48,jfdctint,29189.0,25117.031,1.1621,True
7694.87,fac,6067.5,2439.197,2.4875,True
7695.28,fir2dim,28664.5,14991.022,1.9121,True
7695.66,fmref,737781.0,727400.933,1.0143,True
7696.03,cosf,47010.5,59951.826,0.7841,False
7708.95,test3,884536173.0,877025267.452,1.0086,True
7709.31,jfdctint,19217.5,25117.031,0.7651,False
7709.68,fac,2752.0,2439.197,1.1282,True
7710.04,fir2dim,24185.0,14991.022,1.6133,True
7710.43,fmref,731975.5,727400.933,1.0063,True
7710.79,cosf,55301.0,59951.826,0.9224,False
7723.9,test3,925515678.5,877025267.452,1.0553,True
7724.26,jfdctint,25933.5,25117.031,1.0325,True
7724.62,fac,1856.0,2439.197,0.7609,False
7724.98,fir2dim,18934.0,14991.022,1.263,True
7725.36,fmref,734349.5,727400.933,1.0096,True
7725.72,cosf,32372.5,59951.826,0.54,False
7738.73,test3,878497719.0,877025267.452,1.0017,True
7739.09,jfdctint,27650.5,25117.031,1.1009,True
7739.45,fac,8459.0,2439.197,3.4679,True
7739.81,fir2dim,13911.5,14991.022,0.928,False
7740.19,fmref,742967.5,727400.933,1.0214,True
7740.55,cosf,50572.0,59951.826,0.8435,False
7752.9,test3,887245066.5,877025267.452,1.0117,True
7753.26,jfdctint,21952.0,25117.031,0.874,False
7753.61,fac,6656.5,2439.197,2.729,True
7754.0,fir2dim,33164.0,14991.022,2.2123,True
7754.38,fmref,747142.5,727400.933,1.0271,True
7754.74,cosf,51095.0,59951.826,0.8523,False
7766.87,test3,870128346.5,877025267.452,0.9921,False
7767.23,jfdctint,28858.5,25117.031,1.149,True
7767.59,fac,1090.5,2439.197,0.4471,False
7767.96,fir2dim,14168.5,14991.022,0.9451,False
7768.34,fmref,746061.5,727400.933,1.0257,True
7768.7,cosf,34841.0,59951.826,0.5811,False
7781.06,test3,876882888.5,877025267.452,0.9998,False
7781.42,jfdctint,22971.0,25117.031,0.9146,False
7781.78,fac,1355.5,2439.197,0.5557,False
7782.15,fir2dim,21189.0,14991.022,1.4134,True
7782.53,fmref,740580.0,727400.933,1.0181,True
7782.9,cosf,49032.0,59951.826,0.8179,False
7796.0,test3,880063730.5,877025267.452,1.0035,True
7796.36,jfdctint,38829.5,25117.031,1.5459,True
7796.72,fac,1655.5,2439.197,0.6787,False
7797.1,fir2dim,27507.0,14991.022,1.8349,True
7797.49,fmref,731728.5,727400.933,1.0059,True
7797.86,cosf,68124.0,59951.826,1.1363,True
7810.34,test3,892756548.5,877025267.452,1.0179,True
7810.7,jfdctint,29219.5,25117.031,1.1633,True
7811.06,fac,1170.5,2439.197,0.4799,False
7811.42,fir2dim,26683.5,14991.022,1.78,True
7811.8,fmref,740529.0,727400.933,1.018,True
7812.16,cosf,32507.0,59951.826,0.5422,False
7825.46,test3,899685134.0,877025267.452,1.0258,True
7825.83,jfdctint,9273.5,25117.031,0.3692,False
7826.2,fac,7002.0,2439.197,2.8706,True
7826.57,fir2dim,27595.0,14991.022,1.8408,True
7826.96,fmref,758384.5,727400.933,1.0426,True
7827.35,cosf,56786.5,59951.826,0.9472,False
7840.59,test3,910002591.5,877025267.452,1.0376,True
7840.97,jfdctint,38046.5,25117.031,1.5148,True
7841.37,fac,7640.0,2439.197,3.1322,True
7841.75,fir2dim,29324.5,14991.022,1.9561,True
7842.16,fmref,744413.5,727400.933,1.0234,True
7842.52,cosf,33437.0,59951.826,0.5577,False
7855.79,test3,894101880.5,877025267.452,1.0195,True
7857.12,jfdctint,10191.5,25117.031,0.4058,False
7857.48,fac,5457.5,2439.197,2.2374,True
7857.85,fir2dim,19639.5,14991.022,1.3101,True
7858.35,fmref,741146.5,727400.933,1.0189,True
7858.72,cosf,35631.5,59951.826,0.5943,False
7871.01,test3,878675773.5,877025267.452,1.0019,True
7871.37,jfdctint,19348.5,25117.031,0.7703,False
7871.72,fac,3723.0,2439.197,1.5263,True
7872.08,fir2dim,16013.5,14991.022,1.0682,True
7872.46,fmref,736103.5,727400.933,1.012,True
7872.82,cosf,32918.0,59951.826,0.5491,False
7885.1,test3,876517449.5,877025267.452,0.9994,False
7885.46,jfdctint,12521.5,25117.031,0.4985,False
7885.82,fac,6249.0,2439.197,2.5619,True
7886.19,fir2dim,16473.5,14991.022,1.0989,True
7886.56,fmref,730069.0,727400.933,1.0037,True
7886.93,cosf,49271.5,59951.826,0.8219,False
7899.35,test3,885429499.0,877025267.452,1.0096,True
7899.71,jfdctint,36413.5,25117.031,1.4498,True
7900.07,fac,1002.0,2439.197,0.4108,False
7900.43,fir2dim,26737.5,14991.022,1.7836,True
7900.81,fmref,733210.0,727400.933,1.008,True
7901.2,cosf,53715.0,59951.826,0.896,False
7914.45,test3,880525041.0,877025267.452,1.004,True
7914.82,jfdctint,9381.0,25117.031,0.3735,False
7915.18,fac,8184.5,2439.197,3.3554,True
7915.54,fir2dim,13981.0,14991.022,0.9326,False
7915.92,fmref,695134.0,727400.933,0.9556,False
7916.28,cosf,36928.5,59951.826,0.616,False
7929.27,test3,883947995.5,877025267.452,1.0079,True
7929.64,jfdctint,40774.5,25117.031,1.6234,True
7930.0,fac,5604.0,2439.197,2.2975,True
7930.37,fir2dim,40542.5,14991.022,2.7045,True
7930.75,fmref,760213.5,727400.933,1.0451,True
7931.12,cosf,33338.5,59951.826,0.5561,False
7944.28,test3,889958327.5,877025267.452,1.0147,True
7944.67,jfdctint,28331.0,25117.031,1.128,True
7945.03,fac,5691.5,2439.197,2.3333,True
7945.4,fir2dim,34489.0,14991.022,2.3006,True
7945.78,fmref,742372.0,727400.933,1.0206,True
7946.16,cosf,47676.0,59951.826,0.7952,False
7958.52,test3,879034881.0,877025267.452,1.0023,True
7958.87,jfdctint,10553.0,25117.031,0.4202,False
7959.23,fac,1753.5,2439.197,0.7189,False
7959.6,fir2dim,28122.5,14991.022,1.876,True
7960.01,fmref,755488.5,727400.933,1.0386,True
7960.39,cosf,40977.5,59951.826,0.6835,False
7973.05,test3,868343999.0,877025267.452,0.9901,False
7973.44,jfdctint,25559.0,25117.031,1.0176,True
7973.8,fac,1175.0,2439.197,0.4817,False
7974.15,fir2dim,14404.5,14991.022,0.9609,False
7974.55,fmref,740691.0,727400.933,1.0183,True
7974.95,cosf,79563.5,59951.826,1.3271,True
7988.37,test3,904890260.5,877025267.452,1.0318,True
7988.73,jfdctint,24312.5,25117.031,0.968,False
7989.1,fac,1435.5,2439.197,0.5885,False
7989.46,fir2dim,18496.0,14991.022,1.2338,True
7989.85,fmref,744124.0,727400.933,1.023,True
7990.22,cosf,38211.0,59951.826,0.6374,False
8002.58,test3,875207065.0,877025267.452,0.9979,False
8002.95,jfdctint,20103.5,25117.031,0.8004,False
8003.32,fac,1113.5,2439.197,0.4565,False
8003.68,fir2dim,22125.5,14991.022,1.4759,True
8004.08,fmref,736376.0,727400.933,1.0123,True
8004.46,cosf,41495.0,59951.826,0.6921,False
8017.56,test3,879576726.0,877025267.452,1.0029,True
8017.92,jfdctint,9478.5,25117.031,0.3774,False
8018.28,fac,11786.5,2439.197,4.8321,True
8018.64,fir2dim,30396.5,14991.022,2.0276,True
8019.06,fmref,759574.5,727400.933,1.0442,True
8019.42,cosf,49722.5,59951.826,0.8294,False
8031.58,test3,875154991.5,877025267.452,0.9979,False
8031.94,jfdctint,24839.5,25117.031,0.989,False
8032.29,fac,715.5,2439.197,0.2933,False
8032.68,fir2dim,39357.0,14991.022,2.6254,True
8033.08,fmref,743707.0,727400.933,1.0224,True
8033.44,cosf,61155.5,59951.826,1.0201,True
8046.11,test3,886065651.0,877025267.452,1.0103,True
8046.47,jfdctint,13698.0,25117.031,0.5454,False
8046.87,fac,6101.5,2439.197,2.5014,True
8047.28,fir2dim,14338.5,14991.022,0.9565,False
8047.73,fmref,755419.5,727400.933,1.0385,True
8048.1,cosf,36084.5,59951.826,0.6019,False
8061.78,test3,939050854.0,877025267.452,1.0707,True
8062.14,jfdctint,26754.5,25117.031,1.0652,True
8062.5,fac,1351.0,2439.197,0.5539,False
8062.86,fir2dim,40744.5,14991.022,2.7179,True
8063.25,fmref,742686.0,727400.933,1.021,True
8063.61,cosf,39496.5,59951.826,0.6588,False
8076.35,test3,904164417.0,877025267.452,1.0309,True
8076.71,jfdctint,36279.5,25117.031,1.4444,True
8077.09,fac,3430.5,2439.197,1.4064,True
8077.45,fir2dim,27284.5,14991.022,1.8201,True
8077.84,fmref,736124.5,727400.933,1.012,True
8078.41,cosf,41711.5,59951.826,0.6958,False
8091.42,test3,878027326.0,877025267.452,1.0011,True
8091.78,jfdctint,12333.0,25117.031,0.491,False
8092.14,fac,7723.0,2439.197,3.1662,True
8092.53,fir2dim,43171.0,14991.022,2.8798,True
8092.92,fmref,741636.0,727400.933,1.0196,True
8093.3,cosf,47998.0,59951.826,0.8006,False
8106.75,test3,912580921.5,877025267.452,1.0405,True
8107.11,jfdctint,14396.5,25117.031,0.5732,False
8107.51,fac,7292.5,2439.197,2.9897,True
8107.97,fir2dim,21657.5,14991.022,1.4447,True
8109.15,fmref,740465.0,727400.933,1.018,True
8109.56,cosf,32250.5,59951.826,0.5379,False
8123.18,test3,928002233.0,877025267.452,1.0581,True
8123.56,jfdctint,9306.5,25117.031,0.3705,False
8123.92,fac,1572.5,2439.197,0.6447,False
8124.29,fir2dim,22465.0,14991.022,1.4986,True
8124.68,fmref,751440.5,727400.933,1.033,True
8125.07,cosf,53130.0,59951.826,0.8862,False
8137.96,test3,875553651.0,877025267.452,0.9983,False
8138.32,jfdctint,25106.5,25117.031,0.9996,False
8138.71,fac,9803.0,2439.197,4.0189,True
8139.07,fir2dim,23737.5,14991.022,1.5834,True
8139.47,fmref,741641.0,727400.933,1.0196,True
8139.84,cosf,34200.0,59951.826,0.5705,False
8153.32,test3,975016033.5,877025267.452,1.1117,True
8153.68,jfdctint,24172.5,25117.031,0.9624,False
8154.03,fac,2474.0,2439.197,1.0143,True
8154.42,fir2dim,32451.0,14991.022,2.1647,True
8154.82,fmref,750901.5,727400.933,1.0323,True
8155.18,cosf,41324.5,59951.826,0.6893,False
8168.49,test3,910798525.5,877025267.452,1.0385,True
8168.85,jfdctint,9356.5,25117.031,0.3725,False
8169.22,fac,3553.0,2439.197,1.4566,True
8169.62,fir2dim,35422.0,14991.022,2.3629,True
8170.01,fmref,751370.0,727400.933,1.033,True
8170.37,cosf,50137.5,59951.826,0.8363,False
8184.27,test3,930622503.5,877025267.452,1.0611,True
8184.64,jfdctint,34497.5,25117.031,1.3735,True
8185.0,fac,919.5,2439.197,0.377,False
8185.36,fir2dim,24869.0,14991.022,1.6589,True
8185.74,fmref,736440.5,727400.933,1.0124,True
8186.1,cosf,36186.5,59951.826,0.6036,False
8198.64,test3,887833021.0,877025267.452,1.0123,True
8199.0,jfdctint,20153.5,25117.031,0.8024,False
8199.37,fac,1188.0,2439.197,0.487,False
8199.73,fir2dim,16011.5,14991.022,1.0681,True
8200.14,fmref,738766.5,727400.933,1.0156,True
8200.5,cosf,54222.0,59951.826,0.9044,False
8213.52,test3,880279667.5,877025267.452,1.0037,True
8213.88,jfdctint,24402.5,25117.031,0.9716,False
8214.25,fac,1207.5,2439.197,0.495,False
8214.62,fir2dim,14097.5,14991.022,0.9404,False
8215.0,fmref,738585.0,727400.933,1.0154,True
8215.37,cosf,48122.5,59951.826,0.8027,False
8228.87,test3,914871750.0,877025267.452,1.0432,True
8229.23,jfdctint,19782.5,25117.031,0.7876,False
8229.6,fac,1087.5,2439.197,0.4458,False
8229.96,fir2dim,16785.5,14991.022,1.1197,True
8230.35,fmref,732002.5,727400.933,1.0063,True
8230.71,cosf,54251.5,59951.826,0.9049,False
8243.3,test3,876623645.5,877025267.452,0.9995,False
8243.66,jfdctint,9489.0,25117.031,0.3778,False
8244.02,fac,1998.5,2439.197,0.8193,False
8244.38,fir2dim,35957.5,14991.022,2.3986,True
8244.77,fmref,741724.0,727400.933,1.0197,True
8245.15,cosf,45414.5,59951.826,0.7575,False
8257.95,test3,870668390.0,877025267.452,0.9928,False
8258.31,jfdctint,33184.5,25117.031,1.3212,True
8258.7,fac,12648.5,2439.197,5.1855,True
8259.07,fir2dim,13728.0,14991.022,0.9157,False
8259.47,fmref,744180.0,727400.933,1.0231,True
8259.87,cosf,54118.0,59951.826,0.9027,False
8272.65,test3,877470374.5,877025267.452,1.0005,True
8273.02,jfdctint,27123.0,25117.031,1.0799,True
8273.38,fac,934.0,2439.197,0.3829,False
8273.74,fir2dim,39430.5,14991.022,2.6303,True
8274.13,fmref,753208.0,727400.933,1.0355,True
8274.52,cosf,63935.0,59951.826,1.0664,True
8287.38,test3,879188772.0,877025267.452,1.0025,True
8287.76,jfdctint,36780.5,25117.031,1.4644,True
8288.15,fac,9471.0,2439.197,3.8828,True
8288.57,fir2dim,38680.5,14991.022,2.5802,True
8288.96,fmref,739666.5,727400.933,1.0169,True
8289.32,cosf,44985.5,59951.826,0.7504,False
8302.1,test3,876879632.0,877025267.452,0.9998,False
8302.46,jfdctint,20516.0,25117.031,0.8168,False
8302.82,fac,4955.0,2439.197,2.0314,True
8303.18,fir2dim,17091.5,14991.022,1.1401,True
8303.56,fmref,747164.5,727400.933,1.0272,True
8303.92,cosf,50142.5,59951.826,0.8364,False
8317.5,test3,959606624.5,877025267.452,1.0942,True
8317.86,jfdctint,27032.0,25117.031,1.0762,True
8318.22,fac,2836.0,2439.197,1.1627,True
8318.58,fir2dim,25050.5,14991.022,1.671,True
8318.98,fmref,745171.5,727400.933,1.0244,True
8319.34,cosf,32733.0,59951.826,0.546,False
8331.69,test3,874107743.0,877025267.452,0.9967,False
8332.05,jfdctint,9818.0,25117.031,0.3909,False
8332.41,fac,5174.0,2439.197,2.1212,True
8332.77,fir2dim,15820.5,14991.022,1.0553,True
8333.17,fmref,742230.0,727400.933,1.0204,True
8333.53,cosf,50668.5,59951.826,0.8452,False
8345.64,test3,866782479.0,877025267.452,0.9883,False
8346.01,jfdctint,38292.5,25117.031,1.5246,True
8346.36,fac,6741.5,2439.197,2.7638,True
8346.75,fir2dim,29860.5,14991.022,1.9919,True
8347.15,fmref,768634.5,727400.933,1.0567,True
8347.51,cosf,52460.0,59951.826,0.875,False
8359.9,test3,878387729.0,877025267.452,1.0016,True
8361.15,jfdctint,24719.0,25117.031,0.9842,False
8361.52,fac,1298.0,2439.197,0.5321,False
8361.89,fir2dim,16305.0,14991.022,1.0877,True
8362.31,fmref,731779.5,727400.933,1.006,True
8362.68,cosf,51898.5,59951.826,0.8657,False
8374.98,test3,873009124.5,877025267.452,0.9954,False
8375.33,jfdctint,12261.5,25117.031,0.4882,False
8375.68,fac,5007.0,2439.197,2.0527,True
8376.05,fir2dim,14075.5,14991.022,0.9389,False
8376.43,fmref,747579.0,727400.933,1.0277,True
8376.79,cosf,32195.5,59951.826,0.537,False
8389.82,test3,888040220.5,877025267.452,1.0126,True
8390.19,jfdctint,9710.5,25117.031,0.3866,False
8390.55,fac,5883.5,2439.197,2.4121,True
8390.91,fir2dim,25212.0,14991.022,1.6818,True
8391.31,fmref,754091.5,727400.933,1.0367,True
8391.67,cosf,50528.5,59951.826,0.8428,False
8404.12,test3,889297136.0,877025267.452,1.014,True
8404.49,jfdctint,25741.5,25117.031,1.0249,True
8404.88,fac,7282.5,2439.197,2.9856,True
8405.24,fir2dim,39954.5,14991.022,2.6652,True
8405.62,fmref,730296.0,727400.933,1.004,True
8405.98,cosf,32646.5,59951.826,0.5445,False
8418.67,test3,902408968.5,877025267.452,1.0289,True
8419.03,jfdctint,10745.0,25117.031,0.4278,False
8419.39,fac,8780.5,2439.197,3.5998,True
8419.75,fir2dim,22294.0,14991.022,1.4872,True
8420.15,fmref,743684.0,727400.933,1.0224,True
8420.5,cosf,52621.5,59951.826,0.8777,False
8433.48,test3,895707044.5,877025267.452,1.0213,True
8433.84,jfdctint,9591.0,25117.031,0.3819,False
8434.21,fac,1033.0,2439.197,0.4235,False
8434.57,fir2dim,24466.5,14991.022,1.6321,True
8434.97,fmref,733192.5,727400.933,1.008,True
8435.33,cosf,34731.0,59951.826,0.5793,False
8448.1,test3,873250998.5,877025267.452,0.9957,False
8448.46,jfdctint,18084.5,25117.031,0.72,False
8448.81,fac,2123.0,2439.197,0.8704,False
8449.18,fir2dim,22379.0,14991.022,1.4928,True
8449.58,fmref,739024.5,727400.933,1.016,True
8449.94,cosf,33701.0,59951.826,0.5621,False
8462.26,test3,875547896.5,877025267.452,0.9983,False
8462.62,jfdctint,42410.0,25117.031,1.6885,True
8462.98,fac,4393.5,2439.197,1.8012,True
8463.35,fir2dim,13776.0,14991.022,0.919,False
8463.73,fmref,744406.5,727400.933,1.0234,True
8464.09,cosf,33088.0,59951.826,0.5519,False
8476.72,test3,876710724.5,877025267.452,0.9996,False
8477.08,jfdctint,26392.5,25117.031,1.0508,True
8477.43,fac,3158.0,2439.197,1.2947,True
8477.8,fir2dim,28177.0,14991.022,1.8796,True
8478.21,fmref,755983.0,727400.933,1.0393,True
8478.59,cosf,50950.0,59951.826,0.8498,False
8492.08,test3,874345696.0,877025267.452,0.9969,False
8492.44,jfdctint,9256.0,25117.031,0.3685,False
8492.81,fac,3933.5,2439.197,1.6126,True
8493.2,fir2dim,48587.5,14991.022,3.2411,True
8493.59,fmref,734155.5,727400.933,1.0093,True
8493.95,cosf,32742.0,59951.826,0.5461,False
8506.48,test3,879846991.0,877025267.452,1.0032,True
8506.84,jfdctint,9355.5,25117.031,0.3725,False
8507.2,fac,5570.0,2439.197,2.2835,True
8507.56,fir2dim,27600.5,14991.022,1.8411,True
8507.97,fmref,743958.0,727400.933,1.0228,True
8508.33,cosf,32491.0,59951.826,0.542,False
8521.43,test3,877684977.5,877025267.452,1.0008,True
8521.79,jfdctint,23895.5,25117.031,0.9514,False
8522.15,fac,1099.0,2439.197,0.4506,False
8522.54,fir2dim,46427.5,14991.022,3.097,True
8522.94,fmref,766785.0,727400.933,1.0541,True
8523.3,cosf,42119.0,59951.826,0.7025,False
8535.64,test3,880890921.0,877025267.452,1.0044,True
